understat_game_id,tm_game_id,league,season,home,away,match_confidence
4749,2460300,ENG-Premier League,2014-2015,Manchester United,Swansea,alias
4750,2460298,ENG-Premier League,2014-2015,Leicester,Everton,alias
4751,2460302,ENG-Premier League,2014-2015,Queens Park Rangers,Hull,alias
4752,2460303,ENG-Premier League,2014-2015,Stoke,Aston Villa,alias
4753,2460304,ENG-Premier League,2014-2015,West Bromwich Albion,Sunderland,exact
4754,2460305,ENG-Premier League,2014-2015,West Ham,Tottenham,alias
4755,2460296,ENG-Premier League,2014-2015,Arsenal,Crystal Palace,exact
4756,2460299,ENG-Premier League,2014-2015,Liverpool,Southampton,exact
4757,2460301,ENG-Premier League,2014-2015,Newcastle United,Manchester City,exact
4758,2460297,ENG-Premier League,2014-2015,Burnley,Chelsea,exact
4759,2478479,ENG-Premier League,2014-2015,Aston Villa,Newcastle United,exact
4760,2478480,ENG-Premier League,2014-2015,Chelsea,Leicester,alias
4761,2478481,ENG-Premier League,2014-2015,Crystal Palace,West Ham,alias
4762,2478482,ENG-Premier League,2014-2015,Southampton,West Bromwich Albion,exact
4763,2478483,ENG-Premier League,2014-2015,Swansea,Burnley,alias
4764,2478484,ENG-Premier League,2014-2015,Everton,Arsenal,exact
4765,2478485,ENG-Premier League,2014-2015,Hull,Stoke,alias
4766,2478486,ENG-Premier League,2014-2015,Tottenham,Queens Park Rangers,alias
4767,2478487,ENG-Premier League,2014-2015,Sunderland,Manchester United,exact
4768,2478488,ENG-Premier League,2014-2015,Manchester City,Liverpool,exact
4769,2486489,ENG-Premier League,2014-2015,Burnley,Manchester United,exact
4770,2486491,ENG-Premier League,2014-2015,Manchester City,Stoke,alias
4771,2486492,ENG-Premier League,2014-2015,Newcastle United,Crystal Palace,exact
4772,2486493,ENG-Premier League,2014-2015,Queens Park Rangers,Sunderland,exact
4773,2486494,ENG-Premier League,2014-2015,Swansea,West Bromwich Albion,alias
4774,2486495,ENG-Premier League,2014-2015,West Ham,Southampton,alias
4775,2486496,ENG-Premier League,2014-2015,Everton,Chelsea,exact
4776,2486490,ENG-Premier League,2014-2015,Aston Villa,Hull,alias
4777,2486497,ENG-Premier League,2014-2015,Tottenham,Liverpool,alias
4778,2486498,ENG-Premier League,2014-2015,Leicester,Arsenal,alias
4719,2486499,ENG-Premier League,2014-2015,Arsenal,Manchester City,exact
4720,2486500,ENG-Premier League,2014-2015,Chelsea,Swansea,alias
4721,2486501,ENG-Premier League,2014-2015,Crystal Palace,Burnley,exact
4722,2486502,ENG-Premier League,2014-2015,Southampton,Newcastle United,exact
4723,2486503,ENG-Premier League,2014-2015,Stoke,Leicester,alias
4724,2486504,ENG-Premier League,2014-2015,Sunderland,Tottenham,alias
4725,2486505,ENG-Premier League,2014-2015,West Bromwich Albion,Everton,exact
4726,2486506,ENG-Premier League,2014-2015,Liverpool,Aston Villa,exact
4727,2486507,ENG-Premier League,2014-2015,Manchester United,Queens Park Rangers,exact
4728,2486508,ENG-Premier League,2014-2015,Hull,West Ham,alias
4729,2486509,ENG-Premier League,2014-2015,Queens Park Rangers,Stoke,alias
4730,2486513,ENG-Premier League,2014-2015,Swansea,Southampton,alias
4731,2486510,ENG-Premier League,2014-2015,Aston Villa,Arsenal,exact
4732,2486511,ENG-Premier League,2014-2015,Burnley,Sunderland,exact
4733,2486512,ENG-Premier League,2014-2015,Newcastle United,Hull,alias
4734,2486515,ENG-Premier League,2014-2015,West Ham,Liverpool,alias
4735,2486514,ENG-Premier League,2014-2015,Tottenham,West Bromwich Albion,alias
4736,2486516,ENG-Premier League,2014-2015,Leicester,Manchester United,alias
4737,2486518,ENG-Premier League,2014-2015,Manchester City,Chelsea,exact
4738,2486517,ENG-Premier League,2014-2015,Everton,Crystal Palace,exact
4739,2486519,ENG-Premier League,2014-2015,Liverpool,Everton,exact
4740,2486523,ENG-Premier League,2014-2015,Manchester United,West Ham,alias
4741,2486524,ENG-Premier League,2014-2015,Southampton,Queens Park Rangers,exact
4742,2486520,ENG-Premier League,2014-2015,Chelsea,Aston Villa,exact
4743,2486521,ENG-Premier League,2014-2015,Crystal Palace,Leicester,alias
4744,2486522,ENG-Premier League,2014-2015,Hull,Manchester City,alias
4745,2486525,ENG-Premier League,2014-2015,Sunderland,Swansea,alias
4746,2486526,ENG-Premier League,2014-2015,Arsenal,Tottenham,alias
4747,2486527,ENG-Premier League,2014-2015,West Bromwich Albion,Burnley,exact
4748,2486528,ENG-Premier League,2014-2015,Stoke,Newcastle United,alias
4689,2486529,ENG-Premier League,2014-2015,Hull,Crystal Palace,alias
4690,2486530,ENG-Premier League,2014-2015,Leicester,Burnley,alias
4691,2486531,ENG-Premier League,2014-2015,Liverpool,West Bromwich Albion,exact
4692,2486532,ENG-Premier League,2014-2015,Sunderland,Stoke,alias
4693,2486533,ENG-Premier League,2014-2015,Swansea,Newcastle United,alias
4694,2486535,ENG-Premier League,2014-2015,Aston Villa,Manchester City,exact
4695,2486536,ENG-Premier League,2014-2015,Manchester United,Everton,exact
4696,2486534,ENG-Premier League,2014-2015,Tottenham,Southampton,alias
4697,2486537,ENG-Premier League,2014-2015,Chelsea,Arsenal,exact
4698,2486538,ENG-Premier League,2014-2015,West Ham,Queens Park Rangers,alias
4699,2486539,ENG-Premier League,2014-2015,Manchester City,Tottenham,alias
4700,2486543,ENG-Premier League,2014-2015,Everton,Aston Villa,exact
4701,2486541,ENG-Premier League,2014-2015,Burnley,West Ham,alias
4702,2486542,ENG-Premier League,2014-2015,Crystal Palace,Chelsea,exact
4703,2486545,ENG-Premier League,2014-2015,Southampton,Sunderland,exact
4704,2486544,ENG-Premier League,2014-2015,Newcastle United,Leicester,alias
4705,2486540,ENG-Premier League,2014-2015,Arsenal,Hull,alias
4706,2486546,ENG-Premier League,2014-2015,Queens Park Rangers,Liverpool,exact
4707,2486547,ENG-Premier League,2014-2015,Stoke,Swansea,alias
4708,2486548,ENG-Premier League,2014-2015,West Bromwich Albion,Manchester United,exact
4709,2486554,ENG-Premier League,2014-2015,West Ham,Manchester City,alias
4710,2486551,ENG-Premier League,2014-2015,Southampton,Stoke,alias
4711,2486552,ENG-Premier League,2014-2015,Sunderland,Arsenal,exact
4712,2486549,ENG-Premier League,2014-2015,West Bromwich Albion,Crystal Palace,exact
4713,2486550,ENG-Premier League,2014-2015,Liverpool,Hull,alias
4714,2486555,ENG-Premier League,2014-2015,Swansea,Leicester,alias
4715,2486553,ENG-Premier League,2014-2015,Tottenham,Newcastle United,alias
4716,2486556,ENG-Premier League,2014-2015,Burnley,Everton,exact
4717,2486557,ENG-Premier League,2014-2015,Manchester United,Chelsea,exact
4718,2486558,ENG-Premier League,2014-2015,Queens Park Rangers,Aston Villa,exact
4649,2486559,ENG-Premier League,2014-2015,Newcastle United,Liverpool,exact
4650,2486565,ENG-Premier League,2014-2015,Stoke,West Ham,alias
4651,2486564,ENG-Premier League,2014-2015,Leicester,West Bromwich Albion,alias
4652,2486560,ENG-Premier League,2014-2015,Arsenal,Burnley,exact
4653,2486561,ENG-Premier League,2014-2015,Chelsea,Queens Park Rangers,exact
4654,2486562,ENG-Premier League,2014-2015,Everton,Swansea,alias
4655,2486563,ENG-Premier League,2014-2015,Hull,Southampton,alias
4656,2486566,ENG-Premier League,2014-2015,Manchester City,Manchester United,exact
4657,2486567,ENG-Premier League,2014-2015,Aston Villa,Tottenham,alias
4658,2486568,ENG-Premier League,2014-2015,Crystal Palace,Sunderland,exact
4659,2486569,ENG-Premier League,2014-2015,Liverpool,Chelsea,exact
4660,2486570,ENG-Premier League,2014-2015,Burnley,Hull,alias
4661,2486571,ENG-Premier League,2014-2015,Manchester United,Crystal Palace,exact
4662,2486575,ENG-Premier League,2014-2015,West Ham,Aston Villa,alias
4663,2486573,ENG-Premier League,2014-2015,Southampton,Leicester,alias
4664,2486572,ENG-Premier League,2014-2015,Queens Park Rangers,Manchester City,exact
4665,2486576,ENG-Premier League,2014-2015,Sunderland,Everton,exact
4666,2486574,ENG-Premier League,2014-2015,Tottenham,Stoke,alias
4667,2486577,ENG-Premier League,2014-2015,West Bromwich Albion,Newcastle United,exact
4668,2486578,ENG-Premier League,2014-2015,Swansea,Arsenal,alias
4669,2486584,ENG-Premier League,2014-2015,Stoke,Burnley,alias
4670,2486583,ENG-Premier League,2014-2015,Newcastle United,Queens Park Rangers,exact
4671,2486582,ENG-Premier League,2014-2015,Manchester City,Swansea,alias
4672,2486581,ENG-Premier League,2014-2015,Leicester,Sunderland,alias
4673,2486580,ENG-Premier League,2014-2015,Everton,West Ham,alias
4674,2486579,ENG-Premier League,2014-2015,Chelsea,West Bromwich Albion,exact
4675,2486585,ENG-Premier League,2014-2015,Arsenal,Manchester United,exact
4676,2486586,ENG-Premier League,2014-2015,Crystal Palace,Liverpool,exact
4677,2486587,ENG-Premier League,2014-2015,Hull,Tottenham,alias
4678,2486588,ENG-Premier League,2014-2015,Aston Villa,Southampton,exact
4679,2486589,ENG-Premier League,2014-2015,West Bromwich Albion,Arsenal,exact
4680,2486595,ENG-Premier League,2014-2015,West Ham,Newcastle United,alias
4681,2486594,ENG-Premier League,2014-2015,Swansea,Crystal Palace,alias
4682,2486591,ENG-Premier League,2014-2015,Liverpool,Stoke,alias
4683,2486592,ENG-Premier League,2014-2015,Manchester United,Hull,alias
4684,2486593,ENG-Premier League,2014-2015,Queens Park Rangers,Leicester,alias
4685,2486590,ENG-Premier League,2014-2015,Burnley,Aston Villa,exact
4686,2486596,ENG-Premier League,2014-2015,Sunderland,Chelsea,exact
4687,2486597,ENG-Premier League,2014-2015,Southampton,Manchester City,exact
4688,2486598,ENG-Premier League,2014-2015,Tottenham,Everton,alias
4589,2486600,ENG-Premier League,2014-2015,Burnley,Newcastle United,exact
4590,2486601,ENG-Premier League,2014-2015,Leicester,Liverpool,alias
4591,2486602,ENG-Premier League,2014-2015,Manchester United,Stoke,alias
4592,2486603,ENG-Premier League,2014-2015,Swansea,Queens Park Rangers,alias
4593,2486604,ENG-Premier League,2014-2015,Crystal Palace,Aston Villa,exact
4594,2486605,ENG-Premier League,2014-2015,West Bromwich Albion,West Ham,alias
4595,2486606,ENG-Premier League,2014-2015,Chelsea,Tottenham,alias
4596,2486607,ENG-Premier League,2014-2015,Everton,Hull,alias
4597,2486608,ENG-Premier League,2014-2015,Sunderland,Manchester City,exact
4598,2486599,ENG-Premier League,2014-2015,Arsenal,Southampton,exact
4599,2486613,ENG-Premier League,2014-2015,Newcastle United,Chelsea,exact
4600,2486614,ENG-Premier League,2014-2015,Queens Park Rangers,Burnley,exact
4601,2486616,ENG-Premier League,2014-2015,Stoke,Arsenal,alias
4602,2486617,ENG-Premier League,2014-2015,Tottenham,Crystal Palace,alias
4603,2486610,ENG-Premier League,2014-2015,Hull,West Bromwich Albion,alias
4604,2486611,ENG-Premier League,2014-2015,Liverpool,Sunderland,exact
4605,2486612,ENG-Premier League,2014-2015,Manchester City,Everton,exact
4606,2486618,ENG-Premier League,2014-2015,West Ham,Swansea,alias
4607,2486609,ENG-Premier League,2014-2015,Aston Villa,Leicester,alias
4608,2486615,ENG-Premier League,2014-2015,Southampton,Manchester United,exact
4609,2486620,ENG-Premier League,2014-2015,Burnley,Southampton,exact
4610,2486621,ENG-Premier League,2014-2015,Chelsea,Hull,alias
4611,2486622,ENG-Premier League,2014-2015,Crystal Palace,Stoke,alias
4612,2486628,ENG-Premier League,2014-2015,West Bromwich Albion,Aston Villa,exact
4613,2486626,ENG-Premier League,2014-2015,Sunderland,West Ham,alias
4614,2486624,ENG-Premier League,2014-2015,Leicester,Manchester City,alias
4615,2486619,ENG-Premier League,2014-2015,Arsenal,Newcastle United,exact
4616,2486625,ENG-Premier League,2014-2015,Manchester United,Liverpool,exact
4617,2486627,ENG-Premier League,2014-2015,Swansea,Tottenham,alias
4618,2486623,ENG-Premier League,2014-2015,Everton,Queens Park Rangers,exact
4619,2486632,ENG-Premier League,2014-2015,Manchester City,Crystal Palace,exact
4620,2486638,ENG-Premier League,2014-2015,West Ham,Leicester,alias
4621,2486637,ENG-Premier League,2014-2015,Tottenham,Burnley,alias
4622,2486634,ENG-Premier League,2014-2015,Queens Park Rangers,West Bromwich Albion,exact
4623,2486635,ENG-Premier League,2014-2015,Southampton,Everton,exact
4624,2486629,ENG-Premier League,2014-2015,Aston Villa,Manchester United,exact
4625,2486630,ENG-Premier League,2014-2015,Hull,Swansea,alias
4626,2486633,ENG-Premier League,2014-2015,Newcastle United,Sunderland,exact
4627,2486631,ENG-Premier League,2014-2015,Liverpool,Arsenal,exact
4628,2486636,ENG-Premier League,2014-2015,Stoke,Chelsea,alias
4629,2486641,ENG-Premier League,2014-2015,Chelsea,West Ham,alias
4630,2486640,ENG-Premier League,2014-2015,Burnley,Liverpool,exact
4631,2486647,ENG-Premier League,2014-2015,Swansea,Aston Villa,alias
4632,2486646,ENG-Premier League,2014-2015,Sunderland,Hull,alias
4633,2486648,ENG-Premier League,2014-2015,West Bromwich Albion,Manchester City,exact
4634,2486643,ENG-Premier League,2014-2015,Everton,Stoke,alias
4635,2486642,ENG-Premier League,2014-2015,Crystal Palace,Southampton,exact
4636,2486645,ENG-Premier League,2014-2015,Manchester United,Newcastle United,exact
4637,2486644,ENG-Premier League,2014-2015,Leicester,Tottenham,alias
4638,2486639,ENG-Premier League,2014-2015,Arsenal,Queens Park Rangers,exact
4639,2486657,ENG-Premier League,2014-2015,Tottenham,Manchester United,alias
4640,2486655,ENG-Premier League,2014-2015,Southampton,Chelsea,exact
4641,2486654,ENG-Premier League,2014-2015,Queens Park Rangers,Crystal Palace,exact
4642,2486650,ENG-Premier League,2014-2015,Hull,Leicester,alias
4643,2486652,ENG-Premier League,2014-2015,Manchester City,Burnley,exact
4644,2486649,ENG-Premier League,2014-2015,Aston Villa,Sunderland,exact
4645,2486658,ENG-Premier League,2014-2015,West Ham,Arsenal,alias
4646,2486656,ENG-Premier League,2014-2015,Stoke,West Bromwich Albion,alias
4647,2486653,ENG-Premier League,2014-2015,Newcastle United,Everton,exact
4648,2486651,ENG-Premier League,2014-2015,Liverpool,Swansea,alias
4551,2486666,ENG-Premier League,2014-2015,Stoke,Manchester United,alias
4552,2486662,ENG-Premier League,2014-2015,Manchester City,Sunderland,exact
4553,2486663,ENG-Premier League,2014-2015,Newcastle United,Burnley,exact
4554,2486664,ENG-Premier League,2014-2015,Queens Park Rangers,Swansea,alias
4555,2486665,ENG-Premier League,2014-2015,Southampton,Arsenal,exact
4556,2486668,ENG-Premier League,2014-2015,West Ham,West Bromwich Albion,alias
4557,2486659,ENG-Premier League,2014-2015,Aston Villa,Crystal Palace,exact
4558,2486660,ENG-Premier League,2014-2015,Hull,Everton,alias
4559,2486661,ENG-Premier League,2014-2015,Liverpool,Leicester,alias
4560,2486667,ENG-Premier League,2014-2015,Tottenham,Chelsea,alias
4561,2486676,ENG-Premier League,2014-2015,Sunderland,Liverpool,exact
4562,2486677,ENG-Premier League,2014-2015,Swansea,West Ham,alias
4563,2486678,ENG-Premier League,2014-2015,West Bromwich Albion,Hull,alias
4564,2486670,ENG-Premier League,2014-2015,Burnley,Queens Park Rangers,exact
4565,2486671,ENG-Premier League,2014-2015,Chelsea,Newcastle United,exact
4566,2486673,ENG-Premier League,2014-2015,Everton,Manchester City,exact
4567,2486674,ENG-Premier League,2014-2015,Leicester,Aston Villa,alias
4568,2486672,ENG-Premier League,2014-2015,Crystal Palace,Tottenham,alias
4569,2486669,ENG-Premier League,2014-2015,Arsenal,Stoke,alias
4570,2486675,ENG-Premier League,2014-2015,Manchester United,Southampton,exact
4571,2486679,ENG-Premier League,2014-2015,Aston Villa,Liverpool,exact
4572,2486680,ENG-Premier League,2014-2015,Burnley,Crystal Palace,exact
4573,2486682,ENG-Premier League,2014-2015,Leicester,Stoke,alias
4574,2486685,ENG-Premier League,2014-2015,Queens Park Rangers,Manchester United,exact
4575,2486686,ENG-Premier League,2014-2015,Swansea,Chelsea,alias
4576,2486687,ENG-Premier League,2014-2015,Tottenham,Sunderland,alias
4577,2486684,ENG-Premier League,2014-2015,Newcastle United,Southampton,exact
4578,2486688,ENG-Premier League,2014-2015,West Ham,Hull,alias
4579,2486683,ENG-Premier League,2014-2015,Manchester City,Arsenal,exact
4580,2486681,ENG-Premier League,2014-2015,Everton,West Bromwich Albion,exact
4581,2486692,ENG-Premier League,2014-2015,Hull,Newcastle United,alias
4582,2486693,ENG-Premier League,2014-2015,Liverpool,West Ham,alias
4583,2486694,ENG-Premier League,2014-2015,Manchester United,Leicester,alias
4584,2486696,ENG-Premier League,2014-2015,Stoke,Queens Park Rangers,alias
4585,2486697,ENG-Premier League,2014-2015,Sunderland,Burnley,exact
4586,2486698,ENG-Premier League,2014-2015,West Bromwich Albion,Tottenham,alias
4587,2486691,ENG-Premier League,2014-2015,Crystal Palace,Everton,exact
4588,2486690,ENG-Premier League,2014-2015,Chelsea,Manchester City,exact
4513,2486689,ENG-Premier League,2014-2015,Arsenal,Aston Villa,exact
4514,2486695,ENG-Premier League,2014-2015,Southampton,Swansea,alias
4515,2486707,ENG-Premier League,2014-2015,Tottenham,Arsenal,alias
4516,2486699,ENG-Premier League,2014-2015,Aston Villa,Chelsea,exact
4517,2486706,ENG-Premier League,2014-2015,Swansea,Sunderland,alias
4518,2486702,ENG-Premier League,2014-2015,Leicester,Crystal Palace,alias
4519,2486703,ENG-Premier League,2014-2015,Manchester City,Hull,alias
4520,2486705,ENG-Premier League,2014-2015,Queens Park Rangers,Southampton,exact
4521,2486701,ENG-Premier League,2014-2015,Everton,Liverpool,exact
4522,2486700,ENG-Premier League,2014-2015,Burnley,West Bromwich Albion,exact
4523,2486704,ENG-Premier League,2014-2015,Newcastle United,Stoke,alias
4524,2486708,ENG-Premier League,2014-2015,West Ham,Manchester United,alias
4525,2486709,ENG-Premier League,2014-2015,Arsenal,Leicester,alias
4526,2486718,ENG-Premier League,2014-2015,Sunderland,Queens Park Rangers,exact
4527,2486710,ENG-Premier League,2014-2015,Hull,Aston Villa,alias
4528,2486714,ENG-Premier League,2014-2015,Liverpool,Tottenham,alias
4529,2486716,ENG-Premier League,2014-2015,Chelsea,Everton,exact
4530,2486717,ENG-Premier League,2014-2015,Stoke,Manchester City,alias
4531,2486711,ENG-Premier League,2014-2015,Manchester United,Burnley,exact
4532,2486712,ENG-Premier League,2014-2015,Southampton,West Ham,alias
4533,2486713,ENG-Premier League,2014-2015,Crystal Palace,Newcastle United,exact
4534,2486715,ENG-Premier League,2014-2015,West Bromwich Albion,Swansea,alias
4535,2486719,ENG-Premier League,2014-2015,Aston Villa,Stoke,alias
4536,2486720,ENG-Premier League,2014-2015,Chelsea,Burnley,exact
4537,2486721,ENG-Premier League,2014-2015,Crystal Palace,Arsenal,exact
4538,2486726,ENG-Premier League,2014-2015,Sunderland,West Bromwich Albion,exact
4539,2486727,ENG-Premier League,2014-2015,Swansea,Manchester United,alias
4540,2486723,ENG-Premier League,2014-2015,Hull,Queens Park Rangers,alias
4541,2486724,ENG-Premier League,2014-2015,Manchester City,Newcastle United,exact
4542,2486728,ENG-Premier League,2014-2015,Tottenham,West Ham,alias
4543,2486722,ENG-Premier League,2014-2015,Everton,Leicester,alias
4544,2486725,ENG-Premier League,2014-2015,Southampton,Liverpool,exact
4545,2486738,ENG-Premier League,2014-2015,West Ham,Crystal Palace,alias
4546,2486737,ENG-Premier League,2014-2015,West Bromwich Albion,Southampton,exact
4547,2486736,ENG-Premier League,2014-2015,Stoke,Hull,alias
4548,2486734,ENG-Premier League,2014-2015,Newcastle United,Aston Villa,exact
4549,2486730,ENG-Premier League,2014-2015,Burnley,Swansea,alias
4550,2486733,ENG-Premier League,2014-2015,Manchester United,Sunderland,exact
4480,2486732,ENG-Premier League,2014-2015,Liverpool,Manchester City,exact
4481,2486729,ENG-Premier League,2014-2015,Arsenal,Everton,exact
4482,2486739,ENG-Premier League,2014-2015,Aston Villa,West Bromwich Albion,exact
4483,2486740,ENG-Premier League,2014-2015,Hull,Sunderland,alias
4484,2486742,ENG-Premier League,2014-2015,Southampton,Crystal Palace,exact
4485,2486743,ENG-Premier League,2014-2015,West Ham,Chelsea,alias
4486,2486745,ENG-Premier League,2014-2015,Manchester City,Leicester,alias
4487,2486746,ENG-Premier League,2014-2015,Newcastle United,Manchester United,exact
4488,2486747,ENG-Premier League,2014-2015,Stoke,Everton,alias
4489,2486748,ENG-Premier League,2014-2015,Tottenham,Swansea,alias
4490,2486741,ENG-Premier League,2014-2015,Queens Park Rangers,Arsenal,exact
4491,2486744,ENG-Premier League,2014-2015,Liverpool,Burnley,exact
4492,2486735,ENG-Premier League,2014-2015,Queens Park Rangers,Tottenham,alias
4493,2486752,ENG-Premier League,2014-2015,Crystal Palace,Queens Park Rangers,exact
4494,2486749,ENG-Premier League,2014-2015,Arsenal,West Ham,alias
4495,2486754,ENG-Premier League,2014-2015,Leicester,Hull,alias
4496,2486758,ENG-Premier League,2014-2015,West Bromwich Albion,Stoke,alias
4497,2486756,ENG-Premier League,2014-2015,Sunderland,Aston Villa,exact
4498,2486750,ENG-Premier League,2014-2015,Burnley,Manchester City,exact
4499,2486751,ENG-Premier League,2014-2015,Chelsea,Southampton,exact
4500,2486753,ENG-Premier League,2014-2015,Everton,Newcastle United,exact
4501,2486755,ENG-Premier League,2014-2015,Manchester United,Tottenham,alias
4502,2486757,ENG-Premier League,2014-2015,Swansea,Liverpool,alias
4503,2486762,ENG-Premier League,2014-2015,Manchester City,West Bromwich Albion,exact
4504,2486759,ENG-Premier League,2014-2015,Aston Villa,Swansea,alias
4505,2486767,ENG-Premier League,2014-2015,Tottenham,Leicester,alias
4506,2486765,ENG-Premier League,2014-2015,Southampton,Burnley,exact
4507,2486766,ENG-Premier League,2014-2015,Stoke,Crystal Palace,alias
4508,2486763,ENG-Premier League,2014-2015,Newcastle United,Arsenal,exact
4509,2486768,ENG-Premier League,2014-2015,West Ham,Sunderland,alias
4510,2486761,ENG-Premier League,2014-2015,Liverpool,Manchester United,exact
4511,2486760,ENG-Premier League,2014-2015,Hull,Chelsea,alias
4512,2486764,ENG-Premier League,2014-2015,Queens Park Rangers,Everton,exact
4440,2486769,ENG-Premier League,2014-2015,Arsenal,Liverpool,exact
4441,2486773,ENG-Premier League,2014-2015,Everton,Southampton,exact
4442,2486774,ENG-Premier League,2014-2015,Leicester,West Ham,alias
4443,2486775,ENG-Premier League,2014-2015,Manchester United,Aston Villa,exact
4444,2486777,ENG-Premier League,2014-2015,Swansea,Hull,alias
4445,2486778,ENG-Premier League,2014-2015,West Bromwich Albion,Queens Park Rangers,exact
4446,2486771,ENG-Premier League,2014-2015,Chelsea,Stoke,alias
4447,2486770,ENG-Premier League,2014-2015,Burnley,Tottenham,alias
4448,2486776,ENG-Premier League,2014-2015,Sunderland,Newcastle United,exact
4449,2486772,ENG-Premier League,2014-2015,Crystal Palace,Manchester City,exact
4450,2486790,ENG-Premier League,2014-2015,Aston Villa,Queens Park Rangers,exact
4451,2486785,ENG-Premier League,2014-2015,Swansea,Everton,alias
4452,2486784,ENG-Premier League,2014-2015,Sunderland,Crystal Palace,exact
4453,2486783,ENG-Premier League,2014-2015,Southampton,Hull,alias
4454,2486788,ENG-Premier League,2014-2015,West Ham,Stoke,alias
4455,2486786,ENG-Premier League,2014-2015,Tottenham,Aston Villa,alias
4456,2486787,ENG-Premier League,2014-2015,West Bromwich Albion,Leicester,alias
4457,2486779,ENG-Premier League,2014-2015,Burnley,Arsenal,exact
4458,2486782,ENG-Premier League,2014-2015,Queens Park Rangers,Chelsea,exact
4459,2486781,ENG-Premier League,2014-2015,Manchester United,Manchester City,exact
4460,2486780,ENG-Premier League,2014-2015,Liverpool,Newcastle United,exact
4461,2486793,ENG-Premier League,2014-2015,Everton,Burnley,exact
4462,2486792,ENG-Premier League,2014-2015,Crystal Palace,West Bromwich Albion,exact
4463,2486795,ENG-Premier League,2014-2015,Leicester,Swansea,alias
4464,2486798,ENG-Premier League,2014-2015,Stoke,Southampton,alias
4465,2486791,ENG-Premier League,2014-2015,Chelsea,Manchester United,exact
4466,2486796,ENG-Premier League,2014-2015,Manchester City,West Ham,alias
4467,2486797,ENG-Premier League,2014-2015,Newcastle United,Tottenham,alias
4468,2486806,ENG-Premier League,2014-2015,Southampton,Tottenham,alias
4469,2486805,ENG-Premier League,2014-2015,Queens Park Rangers,West Ham,alias
4470,2486804,ENG-Premier League,2014-2015,Newcastle United,Swansea,alias
4471,2486808,ENG-Premier League,2014-2015,West Bromwich Albion,Liverpool,exact
4472,2486807,ENG-Premier League,2014-2015,Stoke,Sunderland,alias
4473,2486800,ENG-Premier League,2014-2015,Burnley,Leicester,alias
4474,2486801,ENG-Premier League,2014-2015,Crystal Palace,Hull,alias
4475,2486803,ENG-Premier League,2014-2015,Manchester City,Aston Villa,exact
4476,2486802,ENG-Premier League,2014-2015,Everton,Manchester United,exact
4477,2486799,ENG-Premier League,2014-2015,Arsenal,Chelsea,exact
4478,2486794,ENG-Premier League,2014-2015,Hull,Liverpool,alias
4479,2486731,ENG-Premier League,2014-2015,Leicester,Chelsea,alias
4399,2486812,ENG-Premier League,2014-2015,Leicester,Newcastle United,alias
4400,2486813,ENG-Premier League,2014-2015,Liverpool,Queens Park Rangers,exact
4401,2486809,ENG-Premier League,2014-2015,Aston Villa,Everton,exact
4402,2486815,ENG-Premier League,2014-2015,Sunderland,Southampton,exact
4403,2486816,ENG-Premier League,2014-2015,Swansea,Stoke,alias
4404,2486818,ENG-Premier League,2014-2015,West Ham,Burnley,alias
4405,2486814,ENG-Premier League,2014-2015,Manchester United,West Bromwich Albion,exact
4406,2486810,ENG-Premier League,2014-2015,Chelsea,Crystal Palace,exact
4407,2486817,ENG-Premier League,2014-2015,Tottenham,Manchester City,alias
4408,2486811,ENG-Premier League,2014-2015,Hull,Arsenal,alias
4409,2486823,ENG-Premier League,2014-2015,Everton,Sunderland,exact
4410,2486824,ENG-Premier League,2014-2015,Hull,Burnley,alias
4411,2486820,ENG-Premier League,2014-2015,Aston Villa,West Ham,alias
4412,2486825,ENG-Premier League,2014-2015,Leicester,Southampton,alias
4413,2486827,ENG-Premier League,2014-2015,Newcastle United,West Bromwich Albion,exact
4414,2486828,ENG-Premier League,2014-2015,Stoke,Tottenham,alias
4415,2486822,ENG-Premier League,2014-2015,Crystal Palace,Manchester United,exact
4416,2486826,ENG-Premier League,2014-2015,Manchester City,Queens Park Rangers,exact
4417,2486821,ENG-Premier League,2014-2015,Chelsea,Liverpool,exact
4418,2486819,ENG-Premier League,2014-2015,Arsenal,Swansea,alias
4419,2486833,ENG-Premier League,2014-2015,Southampton,Aston Villa,exact
4420,2486832,ENG-Premier League,2014-2015,Queens Park Rangers,Newcastle United,exact
4421,2486834,ENG-Premier League,2014-2015,Sunderland,Leicester,alias
4422,2486836,ENG-Premier League,2014-2015,Tottenham,Hull,alias
4423,2486838,ENG-Premier League,2014-2015,West Ham,Everton,alias
4424,2486829,ENG-Premier League,2014-2015,Burnley,Stoke,alias
4425,2486830,ENG-Premier League,2014-2015,Liverpool,Crystal Palace,exact
4426,2486835,ENG-Premier League,2014-2015,Swansea,Manchester City,alias
4427,2486831,ENG-Premier League,2014-2015,Manchester United,Arsenal,exact
4428,2486837,ENG-Premier League,2014-2015,West Bromwich Albion,Chelsea,exact
4429,2486789,ENG-Premier League,2014-2015,Arsenal,Sunderland,exact
4430,2486840,ENG-Premier League,2014-2015,Aston Villa,Burnley,exact
4431,2486841,ENG-Premier League,2014-2015,Chelsea,Sunderland,exact
4432,2486842,ENG-Premier League,2014-2015,Crystal Palace,Swansea,alias
4433,2486839,ENG-Premier League,2014-2015,Arsenal,West Bromwich Albion,exact
4434,2486843,ENG-Premier League,2014-2015,Everton,Tottenham,alias
