understat_game_id,tm_game_id,league,season,home,away,match_confidence
5007,2478723,ITA-Serie A,2014-2015,Inter,Udinese,alias
5008,2478719,ITA-Serie A,2014-2015,Cagliari,Chievo,alias
5009,2478722,ITA-Serie A,2014-2015,Verona,Sampdoria,alias
5010,2478735,ITA-Serie A,2014-2015,Palermo,Sassuolo,exact
5011,2478733,ITA-Serie A,2014-2015,Lazio,Atalanta,exact
5012,2478732,ITA-Serie A,2014-2015,Juventus,Sampdoria,exact
5013,2478731,ITA-Serie A,2014-2015,Genoa,Roma,exact
5014,2478736,ITA-Serie A,2014-2015,Parma,Cagliari,exact
5015,2478737,ITA-Serie A,2014-2015,Udinese,Verona,alias
5016,2478728,ITA-Serie A,2014-2015,Cesena,Fiorentina,alias
5017,2478734,ITA-Serie A,2014-2015,AC Milan,Napoli,exact
5018,2478730,ITA-Serie A,2014-2015,Empoli,Torino,exact
5019,2478729,ITA-Serie A,2014-2015,Chievo,Inter,alias
5020,2478739,ITA-Serie A,2014-2015,Cagliari,Juventus,exact
5021,2478743,ITA-Serie A,2014-2015,Napoli,Parma,exact
5022,2478746,ITA-Serie A,2014-2015,Sassuolo,Cesena,exact
5023,2478744,ITA-Serie A,2014-2015,Roma,AC Milan,exact
5024,2478741,ITA-Serie A,2014-2015,Verona,Chievo,alias
5025,2478745,ITA-Serie A,2014-2015,Sampdoria,Udinese,exact
5026,2478740,ITA-Serie A,2014-2015,Fiorentina,Empoli,alias
5027,2478738,ITA-Serie A,2014-2015,Atalanta,Palermo,exact
5028,2478747,ITA-Serie A,2014-2015,Torino,Genoa,exact
5029,2478742,ITA-Serie A,2014-2015,Inter,Lazio,alias
4957,2478753,ITA-Serie A,2014-2015,Lazio,Sampdoria,exact
4958,2478757,ITA-Serie A,2014-2015,Udinese,Roma,exact
4959,2478754,ITA-Serie A,2014-2015,AC Milan,Sassuolo,exact
4960,2478755,ITA-Serie A,2014-2015,Palermo,Cagliari,exact
4961,2478756,ITA-Serie A,2014-2015,Parma,Fiorentina,alias
4962,2478750,ITA-Serie A,2014-2015,Empoli,Verona,alias
4963,2478751,ITA-Serie A,2014-2015,Genoa,Atalanta,exact
4964,2478749,ITA-Serie A,2014-2015,Chievo,Torino,alias
4965,2478748,ITA-Serie A,2014-2015,Cesena,Napoli,exact
4966,2478752,ITA-Serie A,2014-2015,Juventus,Inter,alias
4967,2478766,ITA-Serie A,2014-2015,Sassuolo,Udinese,exact
4968,2478767,ITA-Serie A,2014-2015,Torino,AC Milan,exact
4969,2478762,ITA-Serie A,2014-2015,Inter,Genoa,alias
4970,2478758,ITA-Serie A,2014-2015,Atalanta,Chievo,alias
4971,2478759,ITA-Serie A,2014-2015,Cagliari,Cesena,exact
4972,2478760,ITA-Serie A,2014-2015,Fiorentina,Palermo,alias
4973,2478761,ITA-Serie A,2014-2015,Verona,Parma,alias
4974,2478764,ITA-Serie A,2014-2015,Roma,Lazio,exact
4975,2478765,ITA-Serie A,2014-2015,Sampdoria,Empoli,exact
4976,2478763,ITA-Serie A,2014-2015,Napoli,Juventus,exact
4977,2478770,ITA-Serie A,2014-2015,Empoli,Inter,alias
4978,2478775,ITA-Serie A,2014-2015,Palermo,Roma,exact
4979,2478773,ITA-Serie A,2014-2015,Lazio,Napoli,exact
4980,2478774,ITA-Serie A,2014-2015,AC Milan,Atalanta,exact
4981,2478771,ITA-Serie A,2014-2015,Genoa,Sassuolo,exact
4982,2478769,ITA-Serie A,2014-2015,Chievo,Fiorentina,alias
4983,2478768,ITA-Serie A,2014-2015,Cesena,Torino,exact
4984,2478776,ITA-Serie A,2014-2015,Parma,Sampdoria,exact
4985,2478777,ITA-Serie A,2014-2015,Udinese,Cagliari,exact
4986,2478772,ITA-Serie A,2014-2015,Juventus,Verona,alias
4987,2478785,ITA-Serie A,2014-2015,Cagliari,Sassuolo,exact
4988,2478782,ITA-Serie A,2014-2015,Lazio,AC Milan,exact
4989,2478783,ITA-Serie A,2014-2015,Sampdoria,Palermo,exact
4990,2478778,ITA-Serie A,2014-2015,Verona,Atalanta,alias
4991,2478779,ITA-Serie A,2014-2015,Parma,Cesena,exact
4992,2478780,ITA-Serie A,2014-2015,Juventus,Chievo,alias
4993,2478786,ITA-Serie A,2014-2015,Inter,Torino,alias
4994,2478784,ITA-Serie A,2014-2015,Fiorentina,Roma,alias
4995,2478787,ITA-Serie A,2014-2015,Empoli,Udinese,exact
4996,2478781,ITA-Serie A,2014-2015,Napoli,Genoa,exact
4997,2478790,ITA-Serie A,2014-2015,Genoa,Fiorentina,alias
4998,2478789,ITA-Serie A,2014-2015,Roma,Empoli,exact
4919,2478792,ITA-Serie A,2014-2015,Sassuolo,Inter,alias
4920,2478793,ITA-Serie A,2014-2015,Udinese,Juventus,exact
4921,2478794,ITA-Serie A,2014-2015,Cesena,Lazio,exact
4922,2478795,ITA-Serie A,2014-2015,Chievo,Napoli,alias
4923,2478788,ITA-Serie A,2014-2015,Atalanta,Cagliari,exact
4924,2478791,ITA-Serie A,2014-2015,Palermo,Verona,alias
4925,2478797,ITA-Serie A,2014-2015,Torino,Sampdoria,exact
4926,2478796,ITA-Serie A,2014-2015,AC Milan,Parma,exact
4927,2478806,ITA-Serie A,2014-2015,Verona,Torino,alias
4928,2478802,ITA-Serie A,2014-2015,Juventus,AC Milan,exact
4929,2478798,ITA-Serie A,2014-2015,Fiorentina,Atalanta,alias
4930,2478799,ITA-Serie A,2014-2015,Empoli,Cesena,exact
4931,2478804,ITA-Serie A,2014-2015,Cagliari,Roma,exact
4932,2478805,ITA-Serie A,2014-2015,Sampdoria,Sassuolo,exact
4933,2478807,ITA-Serie A,2014-2015,Napoli,Udinese,exact
4934,2478803,ITA-Serie A,2014-2015,Inter,Palermo,alias
4935,2478801,ITA-Serie A,2014-2015,Lazio,Genoa,exact
4936,2478800,ITA-Serie A,2014-2015,Parma,Chievo,alias
4937,2478810,ITA-Serie A,2014-2015,Sassuolo,Fiorentina,alias
4938,2478815,ITA-Serie A,2014-2015,Palermo,Napoli,exact
4939,2478809,ITA-Serie A,2014-2015,AC Milan,Empoli,exact
4940,2478808,ITA-Serie A,2014-2015,Torino,Cagliari,exact
4941,2478811,ITA-Serie A,2014-2015,Genoa,Verona,alias
4942,2478812,ITA-Serie A,2014-2015,Atalanta,Inter,alias
4943,2478816,ITA-Serie A,2014-2015,Roma,Parma,exact
4944,2478814,ITA-Serie A,2014-2015,Udinese,Lazio,exact
4945,2478817,ITA-Serie A,2014-2015,Chievo,Sampdoria,alias
4946,2478813,ITA-Serie A,2014-2015,Cesena,Juventus,exact
4947,2478818,ITA-Serie A,2014-2015,Juventus,Atalanta,exact
4948,2478819,ITA-Serie A,2014-2015,AC Milan,Cesena,exact
4949,2478820,ITA-Serie A,2014-2015,Empoli,Chievo,alias
4950,2478823,ITA-Serie A,2014-2015,Lazio,Palermo,exact
4951,2478824,ITA-Serie A,2014-2015,Verona,Roma,alias
4952,2478826,ITA-Serie A,2014-2015,Fiorentina,Torino,alias
4953,2478825,ITA-Serie A,2014-2015,Napoli,Sassuolo,exact
4954,2478822,ITA-Serie A,2014-2015,Cagliari,Inter,alias
4955,2478821,ITA-Serie A,2014-2015,Sampdoria,Genoa,exact
4956,2478833,ITA-Serie A,2014-2015,Chievo,AC Milan,alias
4881,2478830,ITA-Serie A,2014-2015,Cagliari,Verona,alias
4882,2478828,ITA-Serie A,2014-2015,Palermo,Empoli,exact
4883,2478836,ITA-Serie A,2014-2015,Atalanta,Sampdoria,exact
4884,2478837,ITA-Serie A,2014-2015,Cesena,Udinese,exact
4885,2478832,ITA-Serie A,2014-2015,Sassuolo,Lazio,exact
4886,2478829,ITA-Serie A,2014-2015,Inter,Fiorentina,alias
4887,2478834,ITA-Serie A,2014-2015,Torino,Napoli,exact
4888,2478831,ITA-Serie A,2014-2015,Roma,Juventus,exact
4889,2478839,ITA-Serie A,2014-2015,Sampdoria,Cagliari,exact
4890,2478842,ITA-Serie A,2014-2015,AC Milan,Verona,alias
4891,2478844,ITA-Serie A,2014-2015,Cesena,Palermo,exact
4892,2478845,ITA-Serie A,2014-2015,Chievo,Roma,alias
4893,2478841,ITA-Serie A,2014-2015,Empoli,Genoa,exact
4894,2478838,ITA-Serie A,2014-2015,Parma,Atalanta,exact
4895,2478847,ITA-Serie A,2014-2015,Udinese,Torino,exact
4896,2478843,ITA-Serie A,2014-2015,Napoli,Inter,alias
4897,2478840,ITA-Serie A,2014-2015,Lazio,Fiorentina,alias
4898,2478846,ITA-Serie A,2014-2015,Juventus,Sassuolo,exact
4899,2478851,ITA-Serie A,2014-2015,Palermo,Juventus,exact
4900,2478850,ITA-Serie A,2014-2015,Cagliari,Empoli,exact
4901,2478849,ITA-Serie A,2014-2015,Genoa,Chievo,alias
4902,2478855,ITA-Serie A,2014-2015,Sassuolo,Parma,exact
4903,2478857,ITA-Serie A,2014-2015,Atalanta,Udinese,exact
4904,2478854,ITA-Serie A,2014-2015,Verona,Napoli,alias
4905,2478848,ITA-Serie A,2014-2015,Inter,Cesena,alias
4906,2478852,ITA-Serie A,2014-2015,Torino,Lazio,exact
4907,2478853,ITA-Serie A,2014-2015,Fiorentina,AC Milan,alias
4908,2478856,ITA-Serie A,2014-2015,Roma,Sampdoria,exact
4909,2478864,ITA-Serie A,2014-2015,Chievo,Palermo,alias
4910,2478859,ITA-Serie A,2014-2015,AC Milan,Cagliari,exact
4911,2478866,ITA-Serie A,2014-2015,Empoli,Sassuolo,exact
4912,2478861,ITA-Serie A,2014-2015,Juventus,Genoa,exact
4913,2478862,ITA-Serie A,2014-2015,Lazio,Verona,alias
4914,2478863,ITA-Serie A,2014-2015,Sampdoria,Inter,alias
4915,2478865,ITA-Serie A,2014-2015,Cesena,Roma,exact
4916,2478860,ITA-Serie A,2014-2015,Udinese,Fiorentina,alias
4917,2478858,ITA-Serie A,2014-2015,Napoli,Atalanta,exact
4918,2478867,ITA-Serie A,2014-2015,Parma,Torino,exact
4829,2478873,ITA-Serie A,2014-2015,Roma,Napoli,exact
4830,2478874,ITA-Serie A,2014-2015,Inter,Parma,alias
4831,2478871,ITA-Serie A,2014-2015,Cagliari,Lazio,exact
4832,2478872,ITA-Serie A,2014-2015,Palermo,AC Milan,exact
4833,2478876,ITA-Serie A,2014-2015,Atalanta,Torino,exact
4834,2478877,ITA-Serie A,2014-2015,Genoa,Udinese,exact
4835,2478868,ITA-Serie A,2014-2015,Verona,Cesena,alias
4836,2478869,ITA-Serie A,2014-2015,Sassuolo,Chievo,alias
4837,2478875,ITA-Serie A,2014-2015,Fiorentina,Sampdoria,alias
4838,2478870,ITA-Serie A,2014-2015,Juventus,Empoli,exact
4839,2478827,ITA-Serie A,2014-2015,Parma,Udinese,exact
4840,2478878,ITA-Serie A,2014-2015,Genoa,Cagliari,exact
4841,2478883,ITA-Serie A,2014-2015,Parma,Juventus,exact
4842,2478882,ITA-Serie A,2014-2015,Verona,Inter,alias
4843,2478879,ITA-Serie A,2014-2015,Cesena,Chievo,alias
4844,2478880,ITA-Serie A,2014-2015,Lazio,Empoli,exact
4845,2478881,ITA-Serie A,2014-2015,Napoli,Fiorentina,alias
4846,2478884,ITA-Serie A,2014-2015,Udinese,Palermo,exact
4847,2478885,ITA-Serie A,2014-2015,Torino,Roma,exact
4848,2478887,ITA-Serie A,2014-2015,Atalanta,Sassuolo,exact
4849,2478886,ITA-Serie A,2014-2015,AC Milan,Sampdoria,exact
4850,2478835,ITA-Serie A,2014-2015,Genoa,Parma,exact
4851,2478889,ITA-Serie A,2014-2015,Sampdoria,Cesena,exact
4852,2478892,ITA-Serie A,2014-2015,Juventus,Lazio,exact
4853,2478896,ITA-Serie A,2014-2015,Sassuolo,Torino,exact
4854,2478897,ITA-Serie A,2014-2015,Chievo,Udinese,alias
4855,2478895,ITA-Serie A,2014-2015,Empoli,Parma,exact
4856,2478890,ITA-Serie A,2014-2015,Palermo,Genoa,exact
4857,2478888,ITA-Serie A,2014-2015,Roma,Atalanta,exact
4858,2478894,ITA-Serie A,2014-2015,Cagliari,Napoli,exact
4859,2478893,ITA-Serie A,2014-2015,Inter,AC Milan,alias
4860,2478891,ITA-Serie A,2014-2015,Fiorentina,Verona,alias
4861,2478903,ITA-Serie A,2014-2015,Udinese,AC Milan,exact
4862,2478905,ITA-Serie A,2014-2015,Inter,Roma,alias
4863,2478901,ITA-Serie A,2014-2015,Atalanta,Empoli,exact
4864,2478904,ITA-Serie A,2014-2015,Parma,Palermo,exact
4865,2478902,ITA-Serie A,2014-2015,Torino,Juventus,exact
4866,2478899,ITA-Serie A,2014-2015,Genoa,Cesena,exact
4867,2478900,ITA-Serie A,2014-2015,Lazio,Chievo,alias
4868,2478907,ITA-Serie A,2014-2015,Verona,Sassuolo,alias
4869,2478898,ITA-Serie A,2014-2015,Fiorentina,Cagliari,alias
4870,2478906,ITA-Serie A,2014-2015,Napoli,Sampdoria,exact
4871,2478913,ITA-Serie A,2014-2015,Udinese,Inter,alias
4872,2478916,ITA-Serie A,2014-2015,Sassuolo,Roma,exact
4873,2478915,ITA-Serie A,2014-2015,Lazio,Parma,exact
4874,2478917,ITA-Serie A,2014-2015,Palermo,Torino,exact
4875,2478908,ITA-Serie A,2014-2015,Cesena,Atalanta,exact
4876,2478909,ITA-Serie A,2014-2015,Chievo,Cagliari,alias
4877,2478910,ITA-Serie A,2014-2015,Juventus,Fiorentina,alias
4878,2478911,ITA-Serie A,2014-2015,AC Milan,Genoa,exact
4879,2478912,ITA-Serie A,2014-2015,Sampdoria,Verona,alias
4880,2478914,ITA-Serie A,2014-2015,Empoli,Napoli,exact
4779,2478922,ITA-Serie A,2014-2015,Sampdoria,Juventus,exact
4780,2478925,ITA-Serie A,2014-2015,Sassuolo,Palermo,exact
4781,2478921,ITA-Serie A,2014-2015,Roma,Genoa,exact
4782,2478919,ITA-Serie A,2014-2015,Inter,Chievo,alias
4783,2478927,ITA-Serie A,2014-2015,Verona,Udinese,alias
4784,2478923,ITA-Serie A,2014-2015,Atalanta,Lazio,exact
4785,2478918,ITA-Serie A,2014-2015,Fiorentina,Cesena,alias
4786,2478924,ITA-Serie A,2014-2015,Napoli,AC Milan,exact
4787,2478926,ITA-Serie A,2014-2015,Cagliari,Parma,exact
4788,2478920,ITA-Serie A,2014-2015,Torino,Empoli,exact
4789,2478929,ITA-Serie A,2014-2015,Juventus,Cagliari,exact
4790,2478934,ITA-Serie A,2014-2015,AC Milan,Roma,exact
4791,2478931,ITA-Serie A,2014-2015,Chievo,Verona,alias
4792,2478935,ITA-Serie A,2014-2015,Udinese,Sampdoria,exact
4793,2478928,ITA-Serie A,2014-2015,Palermo,Atalanta,exact
4794,2478936,ITA-Serie A,2014-2015,Cesena,Sassuolo,exact
4795,2478933,ITA-Serie A,2014-2015,Parma,Napoli,exact
4796,2478930,ITA-Serie A,2014-2015,Empoli,Fiorentina,alias
4797,2478932,ITA-Serie A,2014-2015,Lazio,Inter,alias
4798,2478937,ITA-Serie A,2014-2015,Genoa,Torino,exact
4799,2478942,ITA-Serie A,2014-2015,Inter,Juventus,alias
4800,2478943,ITA-Serie A,2014-2015,Sampdoria,Lazio,exact
4801,2478944,ITA-Serie A,2014-2015,Sassuolo,AC Milan,exact
4802,2478945,ITA-Serie A,2014-2015,Cagliari,Palermo,exact
4803,2478941,ITA-Serie A,2014-2015,Atalanta,Genoa,exact
4804,2478940,ITA-Serie A,2014-2015,Verona,Empoli,alias
4805,2478939,ITA-Serie A,2014-2015,Torino,Chievo,alias
4806,2478947,ITA-Serie A,2014-2015,Roma,Udinese,exact
4807,2478946,ITA-Serie A,2014-2015,Fiorentina,Parma,alias
4808,2478938,ITA-Serie A,2014-2015,Napoli,Cesena,exact
4809,2478953,ITA-Serie A,2014-2015,Juventus,Napoli,exact
4810,2478952,ITA-Serie A,2014-2015,Genoa,Inter,alias
4811,2478955,ITA-Serie A,2014-2015,Empoli,Sampdoria,exact
4812,2478951,ITA-Serie A,2014-2015,Parma,Verona,alias
4813,2478949,ITA-Serie A,2014-2015,Cesena,Cagliari,exact
4814,2478950,ITA-Serie A,2014-2015,Palermo,Fiorentina,alias
4815,2478948,ITA-Serie A,2014-2015,Chievo,Atalanta,alias
4816,2478956,ITA-Serie A,2014-2015,Udinese,Sassuolo,exact
4817,2478957,ITA-Serie A,2014-2015,AC Milan,Torino,exact
4818,2478954,ITA-Serie A,2014-2015,Lazio,Roma,exact
4819,2478962,ITA-Serie A,2014-2015,Verona,Juventus,alias
4820,2478964,ITA-Serie A,2014-2015,Atalanta,AC Milan,exact
4821,2478967,ITA-Serie A,2014-2015,Cagliari,Udinese,exact
4822,2478966,ITA-Serie A,2014-2015,Sampdoria,Parma,exact
4823,2478965,ITA-Serie A,2014-2015,Roma,Palermo,exact
4824,2478963,ITA-Serie A,2014-2015,Napoli,Lazio,exact
4825,2478961,ITA-Serie A,2014-2015,Sassuolo,Genoa,exact
4826,2478960,ITA-Serie A,2014-2015,Inter,Empoli,alias
4827,2478958,ITA-Serie A,2014-2015,Torino,Cesena,exact
4828,2478959,ITA-Serie A,2014-2015,Fiorentina,Chievo,alias
551,2603977,ITA-Serie A,2015-2016,Verona,Roma,alias
552,2603980,ITA-Serie A,2015-2016,Lazio,Bologna,exact
553,2603979,ITA-Serie A,2015-2016,Juventus,Udinese,exact
554,2603981,ITA-Serie A,2015-2016,Palermo,Genoa,exact
555,2603982,ITA-Serie A,2015-2016,Sampdoria,Carpi,exact
556,2603983,ITA-Serie A,2015-2016,Sassuolo,Napoli,exact
557,2603978,ITA-Serie A,2015-2016,Inter,Atalanta,alias
558,2603974,ITA-Serie A,2015-2016,Empoli,Chievo,alias
559,2603975,ITA-Serie A,2015-2016,Fiorentina,AC Milan,alias
560,2603976,ITA-Serie A,2015-2016,Frosinone,Torino,exact
561,2603985,ITA-Serie A,2015-2016,Bologna,Sassuolo,exact
562,2603989,ITA-Serie A,2015-2016,AC Milan,Empoli,exact
563,2603991,ITA-Serie A,2015-2016,Roma,Juventus,exact
564,2603992,ITA-Serie A,2015-2016,Torino,Fiorentina,alias
565,2603993,ITA-Serie A,2015-2016,Udinese,Palermo,exact
566,2603990,ITA-Serie A,2015-2016,Napoli,Sampdoria,exact
567,2603986,ITA-Serie A,2015-2016,Carpi,Inter,alias
568,2603987,ITA-Serie A,2015-2016,Chievo,Lazio,alias
569,2603988,ITA-Serie A,2015-2016,Genoa,Verona,alias
570,2603984,ITA-Serie A,2015-2016,Atalanta,Frosinone,exact
571,2603995,ITA-Serie A,2015-2016,Fiorentina,Genoa,alias
572,2603996,ITA-Serie A,2015-2016,Frosinone,Roma,exact
573,2603999,ITA-Serie A,2015-2016,Juventus,Chievo,alias
574,2603997,ITA-Serie A,2015-2016,Verona,Torino,alias
575,2604001,ITA-Serie A,2015-2016,Palermo,Carpi,exact
576,2604003,ITA-Serie A,2015-2016,Sassuolo,Atalanta,exact
577,2603994,ITA-Serie A,2015-2016,Empoli,Napoli,exact
578,2604000,ITA-Serie A,2015-2016,Lazio,Udinese,exact
579,2603998,ITA-Serie A,2015-2016,Inter,AC Milan,alias
580,2604002,ITA-Serie A,2015-2016,Sampdoria,Bologna,exact
581,2604013,ITA-Serie A,2015-2016,Udinese,Empoli,exact
582,2604009,ITA-Serie A,2015-2016,AC Milan,Palermo,exact
583,2604007,ITA-Serie A,2015-2016,Chievo,Inter,alias
584,2604008,ITA-Serie A,2015-2016,Genoa,Juventus,exact
585,2604011,ITA-Serie A,2015-2016,Roma,Sassuolo,exact
586,2604012,ITA-Serie A,2015-2016,Torino,Sampdoria,exact
587,2604004,ITA-Serie A,2015-2016,Atalanta,Verona,alias
588,2604005,ITA-Serie A,2015-2016,Bologna,Frosinone,exact
589,2604006,ITA-Serie A,2015-2016,Carpi,Fiorentina,alias
590,2604010,ITA-Serie A,2015-2016,Napoli,Lazio,exact
591,2604022,ITA-Serie A,2015-2016,Udinese,AC Milan,exact
592,2604019,ITA-Serie A,2015-2016,Lazio,Genoa,exact
593,2604020,ITA-Serie A,2015-2016,Palermo,Sassuolo,exact
594,2604021,ITA-Serie A,2015-2016,Sampdoria,Roma,exact
595,2604014,ITA-Serie A,2015-2016,Carpi,Napoli,exact
596,2604015,ITA-Serie A,2015-2016,Chievo,Torino,alias
597,2604023,ITA-Serie A,2015-2016,Fiorentina,Bologna,alias
598,2604017,ITA-Serie A,2015-2016,Inter,Verona,alias
599,2604018,ITA-Serie A,2015-2016,Juventus,Frosinone,exact
600,2604016,ITA-Serie A,2015-2016,Empoli,Atalanta,exact
601,2604031,ITA-Serie A,2015-2016,Roma,Carpi,exact
602,2604030,ITA-Serie A,2015-2016,Napoli,Juventus,exact
603,2604027,ITA-Serie A,2015-2016,Genoa,AC Milan,exact
604,2604028,ITA-Serie A,2015-2016,Verona,Lazio,alias
605,2604032,ITA-Serie A,2015-2016,Sassuolo,Chievo,alias
606,2604033,ITA-Serie A,2015-2016,Torino,Palermo,exact
607,2604025,ITA-Serie A,2015-2016,Bologna,Udinese,exact
608,2604029,ITA-Serie A,2015-2016,Inter,Fiorentina,alias
609,2604026,ITA-Serie A,2015-2016,Frosinone,Empoli,exact
610,2604024,ITA-Serie A,2015-2016,Atalanta,Sampdoria,exact
611,2604034,ITA-Serie A,2015-2016,Carpi,Torino,exact
612,2604035,ITA-Serie A,2015-2016,Chievo,Verona,alias
613,2604036,ITA-Serie A,2015-2016,Empoli,Sassuolo,exact
614,2604041,ITA-Serie A,2015-2016,Palermo,Roma,exact
615,2604042,ITA-Serie A,2015-2016,Sampdoria,Inter,alias
616,2604043,ITA-Serie A,2015-2016,Udinese,Genoa,exact
617,2604038,ITA-Serie A,2015-2016,Juventus,Bologna,exact
618,2604039,ITA-Serie A,2015-2016,Lazio,Frosinone,exact
619,2604040,ITA-Serie A,2015-2016,AC Milan,Napoli,exact
620,2604037,ITA-Serie A,2015-2016,Fiorentina,Atalanta,alias
621,2604051,ITA-Serie A,2015-2016,Roma,Empoli,exact
622,2604053,ITA-Serie A,2015-2016,Torino,AC Milan,exact
623,2604045,ITA-Serie A,2015-2016,Bologna,Palermo,exact
624,2604046,ITA-Serie A,2015-2016,Frosinone,Sampdoria,exact
625,2604047,ITA-Serie A,2015-2016,Genoa,Chievo,alias
626,2604048,ITA-Serie A,2015-2016,Verona,Udinese,alias
627,2604052,ITA-Serie A,2015-2016,Sassuolo,Lazio,exact
628,2604044,ITA-Serie A,2015-2016,Atalanta,Carpi,exact
629,2604050,ITA-Serie A,2015-2016,Napoli,Fiorentina,alias
630,2604049,ITA-Serie A,2015-2016,Inter,Juventus,alias
631,2604056,ITA-Serie A,2015-2016,Empoli,Genoa,exact
632,2604054,ITA-Serie A,2015-2016,Carpi,Bologna,exact
633,2604061,ITA-Serie A,2015-2016,Palermo,Inter,alias
634,2604062,ITA-Serie A,2015-2016,Sampdoria,Verona,alias
635,2604063,ITA-Serie A,2015-2016,Udinese,Frosinone,exact
636,2604060,ITA-Serie A,2015-2016,AC Milan,Sassuolo,exact
637,2604058,ITA-Serie A,2015-2016,Juventus,Atalanta,exact
638,2604059,ITA-Serie A,2015-2016,Lazio,Torino,exact
639,2604057,ITA-Serie A,2015-2016,Fiorentina,Roma,alias
640,2604055,ITA-Serie A,2015-2016,Chievo,Napoli,alias
641,2604065,ITA-Serie A,2015-2016,Bologna,Inter,alias
642,2604066,ITA-Serie A,2015-2016,Frosinone,Carpi,exact
643,2604067,ITA-Serie A,2015-2016,Verona,Fiorentina,alias
644,2604068,ITA-Serie A,2015-2016,AC Milan,Chievo,alias
645,2604069,ITA-Serie A,2015-2016,Napoli,Palermo,exact
646,2604070,ITA-Serie A,2015-2016,Roma,Udinese,exact
647,2604064,ITA-Serie A,2015-2016,Atalanta,Lazio,exact
648,2604072,ITA-Serie A,2015-2016,Sassuolo,Juventus,exact
649,2604073,ITA-Serie A,2015-2016,Torino,Genoa,exact
650,2604071,ITA-Serie A,2015-2016,Sampdoria,Empoli,exact
651,2604080,ITA-Serie A,2015-2016,Juventus,Torino,exact
652,2604079,ITA-Serie A,2015-2016,Inter,Roma,alias
653,2604077,ITA-Serie A,2015-2016,Fiorentina,Frosinone,alias
654,2604078,ITA-Serie A,2015-2016,Genoa,Napoli,exact
655,2604074,ITA-Serie A,2015-2016,Bologna,Atalanta,exact
656,2604075,ITA-Serie A,2015-2016,Carpi,Verona,alias
657,2604083,ITA-Serie A,2015-2016,Udinese,Sassuolo,exact
658,2604081,ITA-Serie A,2015-2016,Lazio,AC Milan,exact
659,2604076,ITA-Serie A,2015-2016,Chievo,Sampdoria,alias
660,2604082,ITA-Serie A,2015-2016,Palermo,Empoli,exact
661,2604086,ITA-Serie A,2015-2016,Verona,Bologna,alias
662,2604087,ITA-Serie A,2015-2016,AC Milan,Atalanta,exact
663,2604093,ITA-Serie A,2015-2016,Torino,Inter,alias
664,2604092,ITA-Serie A,2015-2016,Sassuolo,Carpi,exact
665,2604089,ITA-Serie A,2015-2016,Palermo,Chievo,alias
666,2604090,ITA-Serie A,2015-2016,Roma,Lazio,exact
667,2604084,ITA-Serie A,2015-2016,Empoli,Juventus,exact
668,2604085,ITA-Serie A,2015-2016,Frosinone,Genoa,exact
669,2604088,ITA-Serie A,2015-2016,Napoli,Udinese,exact
670,2604091,ITA-Serie A,2015-2016,Sampdoria,Fiorentina,alias
671,2604095,ITA-Serie A,2015-2016,Bologna,Roma,exact
672,2604101,ITA-Serie A,2015-2016,Juventus,AC Milan,exact
673,2604099,ITA-Serie A,2015-2016,Verona,Napoli,alias
674,2604102,ITA-Serie A,2015-2016,Lazio,Palermo,exact
675,2604103,ITA-Serie A,2015-2016,Udinese,Sampdoria,exact
676,2604096,ITA-Serie A,2015-2016,Carpi,Chievo,alias
677,2604097,ITA-Serie A,2015-2016,Fiorentina,Empoli,alias
678,2604098,ITA-Serie A,2015-2016,Genoa,Sassuolo,exact
679,2604094,ITA-Serie A,2015-2016,Atalanta,Torino,exact
680,2604100,ITA-Serie A,2015-2016,Inter,Frosinone,alias
681,2604113,ITA-Serie A,2015-2016,Torino,Bologna,exact
682,2604108,ITA-Serie A,2015-2016,AC Milan,Sampdoria,exact
683,2604111,ITA-Serie A,2015-2016,Roma,Atalanta,exact
684,2604106,ITA-Serie A,2015-2016,Frosinone,Verona,alias
685,2604107,ITA-Serie A,2015-2016,Genoa,Carpi,exact
686,2604104,ITA-Serie A,2015-2016,Chievo,Udinese,alias
687,2604105,ITA-Serie A,2015-2016,Empoli,Lazio,exact
688,2604110,ITA-Serie A,2015-2016,Palermo,Juventus,exact
689,2604112,ITA-Serie A,2015-2016,Sassuolo,Fiorentina,alias
690,2604109,ITA-Serie A,2015-2016,Napoli,Inter,alias
691,2604121,ITA-Serie A,2015-2016,Lazio,Juventus,exact
692,2604123,ITA-Serie A,2015-2016,Torino,Roma,exact
693,2604120,ITA-Serie A,2015-2016,Inter,Genoa,alias
694,2604115,ITA-Serie A,2015-2016,Bologna,Napoli,exact
695,2604114,ITA-Serie A,2015-2016,Atalanta,Palermo,exact
696,2604117,ITA-Serie A,2015-2016,Fiorentina,Udinese,alias
697,2604118,ITA-Serie A,2015-2016,Frosinone,Chievo,alias
698,2604119,ITA-Serie A,2015-2016,Verona,Empoli,alias
699,2604122,ITA-Serie A,2015-2016,Sampdoria,Sassuolo,exact
700,2604116,ITA-Serie A,2015-2016,Carpi,AC Milan,exact
701,2604126,ITA-Serie A,2015-2016,Genoa,Bologna,exact
702,2604131,ITA-Serie A,2015-2016,Palermo,Frosinone,exact
703,2604133,ITA-Serie A,2015-2016,Udinese,Inter,alias
704,2604129,ITA-Serie A,2015-2016,AC Milan,Verona,alias
705,2604124,ITA-Serie A,2015-2016,Chievo,Atalanta,alias
