league,season,team,player,matches,minutes,dispossessed,miscontrol,dispossessed_p90,miscontrol_p90,turnovers_p90
GER-Bundesliga,2023-2024,Union Berlin,Danilho Doekhi,1,98.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Union Berlin,David Datro Fofana,1,77.0,5,6,5.844155844155844,7.012987012987013,12.857142857142858
GER-Bundesliga,2023-2024,Union Berlin,Diogo Filipe Monteiro Pinto Leite,2,190.0,0,2,0.0,0.9473684210526315,0.9473684210526315
GER-Bundesliga,2023-2024,Union Berlin,Frederik Rønnow,2,190.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Union Berlin,Janik Haberer,1,92.0,0,3,0.0,2.934782608695652,2.934782608695652
GER-Bundesliga,2023-2024,Union Berlin,Josip Juranović,2,81.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Union Berlin,Jérôme Roussillon,1,77.0,1,1,1.168831168831169,1.168831168831169,2.337662337662338
GER-Bundesliga,2023-2024,Union Berlin,Kevin Behrens,1,15.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Union Berlin,Kevin Vogt,1,98.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Union Berlin,Leonardo Bonucci,1,23.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Union Berlin,Lucas Tousart,1,98.0,1,2,0.9183673469387754,1.8367346938775508,2.7551020408163263
GER-Bundesliga,2023-2024,Union Berlin,Mikkel Kaufmann,1,53.0,1,2,1.6981132075471697,3.3962264150943393,5.094339622641509
GER-Bundesliga,2023-2024,Union Berlin,Paul Jaeckel,1,92.0,1,0,0.9782608695652174,0.0,0.9782608695652174
GER-Bundesliga,2023-2024,Union Berlin,Rani Khedira,1,61.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Union Berlin,Robin Gosens,2,113.0,1,0,0.7964601769911505,0.0,0.7964601769911505
GER-Bundesliga,2023-2024,Union Berlin,Robin Knoche,1,69.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Union Berlin,Sheraldo Becker,1,63.0,1,0,1.4285714285714284,0.0,1.4285714285714284
GER-Bundesliga,2023-2024,Union Berlin,Yorbe Vertessen,1,45.0,1,4,2.0,8.0,10.0
GER-Bundesliga,2023-2024,VfB Stuttgart,Alexander Nübel,2,194.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,VfB Stuttgart,Angelo Stiller,1,96.0,2,1,1.875,0.9375,2.8125
GER-Bundesliga,2023-2024,VfB Stuttgart,Anthony Rouault,2,30.0,1,0,3.0,0.0,3.0
GER-Bundesliga,2023-2024,VfB Stuttgart,Atakan Karazor,2,194.0,4,0,1.8556701030927836,0.0,1.8556701030927836
GER-Bundesliga,2023-2024,VfB Stuttgart,Chris Führich,2,156.0,2,3,1.1538461538461537,1.7307692307692308,2.8846153846153846
GER-Bundesliga,2023-2024,VfB Stuttgart,Dan-Axel Zagadou,1,96.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,VfB Stuttgart,Deniz Undav,2,157.0,3,6,1.7197452229299361,3.4394904458598723,5.159235668789808
GER-Bundesliga,2023-2024,VfB Stuttgart,Enzo Millot,2,138.0,4,1,2.608695652173913,0.6521739130434783,3.2608695652173916
GER-Bundesliga,2023-2024,VfB Stuttgart,Hiroki Ito,1,98.0,1,0,0.9183673469387754,0.0,0.9183673469387754
GER-Bundesliga,2023-2024,VfB Stuttgart,Jamie Leweling,2,111.0,2,5,1.6216216216216217,4.0540540540540535,5.675675675675675
GER-Bundesliga,2023-2024,VfB Stuttgart,Josha Mamadou Karaboue Vagnoman,1,84.0,1,0,1.0714285714285714,0.0,1.0714285714285714
GER-Bundesliga,2023-2024,VfB Stuttgart,Leonidas Stergiou,2,101.0,1,1,0.8910891089108911,0.8910891089108911,1.7821782178217822
GER-Bundesliga,2023-2024,VfB Stuttgart,Mahmoud Dahoud,1,25.0,1,0,3.6,0.0,3.6
GER-Bundesliga,2023-2024,VfB Stuttgart,Maximilian Mittelstädt,2,173.0,2,0,1.0404624277456647,0.0,1.0404624277456647
GER-Bundesliga,2023-2024,VfB Stuttgart,Pascal Stenzel,1,7.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,VfB Stuttgart,Serhou Guirassy,2,194.0,3,7,1.3917525773195876,3.2474226804123707,4.639175257731958
GER-Bundesliga,2023-2024,VfB Stuttgart,Silas Katompa Mvumpa,2,49.0,1,3,1.8367346938775508,5.5102040816326525,7.346938775510203
GER-Bundesliga,2023-2024,VfB Stuttgart,Waldemar Anton,2,194.0,1,3,0.4639175257731959,1.3917525773195876,1.8556701030927836
GER-Bundesliga,2023-2024,VfB Stuttgart,Woo-Yeong Jeong,2,37.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Werder Bremen,Anthony Jung,1,82.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Werder Bremen,Christian Groß,1,90.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Werder Bremen,Dawid Kownacki,1,22.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Werder Bremen,Felix Agu,2,107.0,0,1,0.0,0.8411214953271028,0.8411214953271028
GER-Bundesliga,2023-2024,Werder Bremen,Isak Hansen-Aarøen,1,14.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Werder Bremen,Jens Stage,1,94.0,1,0,0.9574468085106382,0.0,0.9574468085106382
GER-Bundesliga,2023-2024,Werder Bremen,Julián Malatini,1,90.0,0,2,0.0,2.0,2.0
GER-Bundesliga,2023-2024,Werder Bremen,Justin Gideon Njinmah,1,23.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Werder Bremen,Leonardo Bittencourt,2,147.0,2,0,1.2244897959183674,0.0,1.2244897959183674
GER-Bundesliga,2023-2024,Werder Bremen,Marco Friedl,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Werder Bremen,Marvin Ducksch,2,184.0,1,1,0.4891304347826087,0.4891304347826087,0.9782608695652174
GER-Bundesliga,2023-2024,Werder Bremen,Michael Zetterer,2,184.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Werder Bremen,Milos Veljkovic,2,184.0,0,1,0.0,0.4891304347826087,0.4891304347826087
GER-Bundesliga,2023-2024,Werder Bremen,Mitchell Weiser,2,184.0,3,5,1.467391304347826,2.4456521739130435,3.913043478260869
GER-Bundesliga,2023-2024,Werder Bremen,Nick Woltemade,2,91.0,4,3,3.956043956043956,2.967032967032967,6.923076923076923
GER-Bundesliga,2023-2024,Werder Bremen,Niklas Stark,1,12.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Werder Bremen,Olivier Deman,2,77.0,1,2,1.168831168831169,2.337662337662338,3.506493506493507
GER-Bundesliga,2023-2024,Werder Bremen,Rafael Santos Borré Amaury,1,71.0,1,1,1.267605633802817,1.267605633802817,2.535211267605634
GER-Bundesliga,2023-2024,Werder Bremen,Romano Schmid,2,172.0,9,2,4.709302325581396,1.0465116279069768,5.7558139534883725
GER-Bundesliga,2023-2024,Werder Bremen,Senne Lynen,2,102.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Amin Sarr,2,80.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Aster Vranckx,1,29.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Cédric Zesiger,1,87.0,1,1,1.0344827586206897,1.0344827586206897,2.0689655172413794
GER-Bundesliga,2023-2024,Wolfsburg,Jakub Kamiński,1,18.0,1,0,5.0,0.0,5.0
GER-Bundesliga,2023-2024,Wolfsburg,Joakim Mæhle,1,95.0,0,1,0.0,0.9473684210526315,0.9473684210526315
GER-Bundesliga,2023-2024,Wolfsburg,Jonas Older Wind,2,126.0,1,4,0.7142857142857142,2.8571428571428568,3.571428571428571
GER-Bundesliga,2023-2024,Wolfsburg,Kevin Behrens,1,5.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Kevin Paredes,2,109.0,2,3,1.651376146788991,2.4770642201834865,4.128440366972478
GER-Bundesliga,2023-2024,Wolfsburg,Koen Casteels,1,91.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Lovro Majer,2,87.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Mattias Svanberg,1,70.0,0,5,0.0,6.428571428571428,6.428571428571428
GER-Bundesliga,2023-2024,Wolfsburg,Maxence Lacroix,2,186.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Maximilian Arnold,2,186.0,1,1,0.4838709677419355,0.4838709677419355,0.967741935483871
GER-Bundesliga,2023-2024,Wolfsburg,Moritz Jenz,2,186.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Patrick Wimmer,1,4.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Pavao Pervan,1,95.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Wolfsburg,Ridle Bote Baku,2,186.0,0,3,0.0,1.4516129032258065,1.4516129032258065
GER-Bundesliga,2023-2024,Wolfsburg,Sebastiaan Bornauw,2,137.0,0,1,0.0,0.656934306569343,0.656934306569343
GER-Bundesliga,2023-2024,Wolfsburg,Tiago Barreiros de Melo Tomás,2,106.0,3,2,2.547169811320755,1.6981132075471697,4.245283018867925
GER-Bundesliga,2023-2024,Wolfsburg,Yannick Gerhardt,2,163.0,1,1,0.5521472392638037,0.5521472392638037,1.1042944785276074
