league,season,team,player,matches,minutes,dispossessed,miscontrol,dispossessed_p90,miscontrol_p90,turnovers_p90
GER-Bundesliga,2015-2016,Hertha Berlin,Genki Haraguchi,2,128.0,2,4,1.40625,2.8125,4.21875
GER-Bundesliga,2015-2016,Hertha Berlin,Jens Hegeler,1,11.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Hertha Berlin,Johannes van den Bergh,1,5.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Hertha Berlin,John Anthony Brooks,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Hertha Berlin,Marvin Plattenhardt,2,189.0,1,3,0.47619047619047616,1.4285714285714284,1.9047619047619047
GER-Bundesliga,2015-2016,Hertha Berlin,Mitchell Weiser,2,189.0,6,7,2.8571428571428568,3.333333333333333,6.19047619047619
GER-Bundesliga,2015-2016,Hertha Berlin,Niklas Stark,1,95.0,1,1,0.9473684210526315,0.9473684210526315,1.894736842105263
GER-Bundesliga,2015-2016,Hertha Berlin,Per Ciljan Skjelbred,2,170.0,2,2,1.0588235294117647,1.0588235294117647,2.1176470588235294
GER-Bundesliga,2015-2016,Hertha Berlin,Peter Pekarík,1,95.0,0,1,0.0,0.9473684210526315,0.9473684210526315
GER-Bundesliga,2015-2016,Hertha Berlin,Rune Almenning Jarstein,2,189.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Hertha Berlin,Salomon Armand Magloire Kalou,2,133.0,5,4,3.3834586466165413,2.706766917293233,6.090225563909774
GER-Bundesliga,2015-2016,Hertha Berlin,Sebastian Langkamp,1,95.0,1,0,0.9473684210526315,0.0,0.9473684210526315
GER-Bundesliga,2015-2016,Hertha Berlin,Tolga Ciğerci,1,95.0,0,4,0.0,3.789473684210526,3.789473684210526
GER-Bundesliga,2015-2016,Hertha Berlin,Vedad Ibišević,2,189.0,0,2,0.0,0.9523809523809523,0.9523809523809523
GER-Bundesliga,2015-2016,Hertha Berlin,Vladimír Darida,1,83.0,2,0,2.168674698795181,0.0,2.168674698795181
GER-Bundesliga,2015-2016,Hertha Berlin,Yanni Regäsel,1,94.0,2,1,1.9148936170212765,0.9574468085106382,2.872340425531915
GER-Bundesliga,2015-2016,Hoffenheim,Andrej Kramarić,1,12.0,1,0,7.5,0.0,7.5
GER-Bundesliga,2015-2016,Hoffenheim,Eduardo Jesús Vargas Rojas,1,82.0,2,1,2.1951219512195124,1.0975609756097562,3.2926829268292686
GER-Bundesliga,2015-2016,Hoffenheim,Eugen Polanski,1,81.0,3,4,3.333333333333333,4.444444444444445,7.777777777777778
GER-Bundesliga,2015-2016,Hoffenheim,Fabian Lukas Schär,2,188.0,0,1,0.0,0.4787234042553191,0.4787234042553191
GER-Bundesliga,2015-2016,Hoffenheim,Jiloan Hamad,1,78.0,2,1,2.3076923076923075,1.1538461538461537,3.4615384615384612
GER-Bundesliga,2015-2016,Hoffenheim,Jin-Su Kim,2,188.0,1,3,0.4787234042553191,1.4361702127659572,1.9148936170212765
GER-Bundesliga,2015-2016,Hoffenheim,Jonathan Schmid,2,165.0,3,1,1.6363636363636362,0.5454545454545454,2.1818181818181817
GER-Bundesliga,2015-2016,Hoffenheim,Kevin Kuranyi,1,57.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Hoffenheim,Kevin Volland,2,170.0,6,1,3.176470588235294,0.5294117647058824,3.705882352941176
GER-Bundesliga,2015-2016,Hoffenheim,Mark Uth,2,41.0,1,2,2.1951219512195124,4.390243902439025,6.585365853658537
GER-Bundesliga,2015-2016,Hoffenheim,Nadiem Amiri,1,16.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Hoffenheim,Niklas Süle,2,188.0,1,0,0.4787234042553191,0.0,0.4787234042553191
GER-Bundesliga,2015-2016,Hoffenheim,Oliver Baumann,2,188.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Hoffenheim,Pavel Kadeřábek,2,188.0,1,1,0.4787234042553191,0.4787234042553191,0.9574468085106382
GER-Bundesliga,2015-2016,Hoffenheim,Philipp Ochs,1,13.0,1,0,6.923076923076923,0.0,6.923076923076923
GER-Bundesliga,2015-2016,Hoffenheim,Pirmin Schwegler,1,94.0,1,0,0.9574468085106382,0.0,0.9574468085106382
GER-Bundesliga,2015-2016,Hoffenheim,Sebastian Rudy,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Hoffenheim,Steven Zuber,1,94.0,4,3,3.829787234042553,2.8723404255319145,6.702127659574467
GER-Bundesliga,2015-2016,Hoffenheim,Tobias Strobl,2,131.0,1,1,0.6870229007633587,0.6870229007633587,1.3740458015267174
GER-Bundesliga,2015-2016,Ingolstadt,Alfredo Morales,1,95.0,3,3,2.8421052631578947,2.8421052631578947,5.684210526315789
GER-Bundesliga,2015-2016,Ingolstadt,Almog Cohen,2,159.0,2,0,1.1320754716981132,0.0,1.1320754716981132
GER-Bundesliga,2015-2016,Ingolstadt,Benjamin Hübner,1,95.0,1,0,0.9473684210526315,0.0,0.9473684210526315
GER-Bundesliga,2015-2016,Ingolstadt,Danilo Teodoro Soares,1,95.0,2,2,1.894736842105263,1.894736842105263,3.789473684210526
GER-Bundesliga,2015-2016,Ingolstadt,Danny Vieira da Costa,2,190.0,1,4,0.47368421052631576,1.894736842105263,2.3684210526315788
GER-Bundesliga,2015-2016,Ingolstadt,Dario Lezcano,1,95.0,3,4,2.8421052631578947,3.789473684210526,6.631578947368421
GER-Bundesliga,2015-2016,Ingolstadt,Lukas Hinterseer,2,58.0,3,0,4.655172413793103,0.0,4.655172413793103
GER-Bundesliga,2015-2016,Ingolstadt,Markus Suttner,1,95.0,0,1,0.0,0.9473684210526315,0.9473684210526315
GER-Bundesliga,2015-2016,Ingolstadt,Marvin Matip,2,190.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Ingolstadt,Mathew Leckie,2,156.0,3,12,1.7307692307692308,6.923076923076923,8.653846153846153
GER-Bundesliga,2015-2016,Ingolstadt,Max Christiansen,1,34.0,0,1,0.0,2.6470588235294117,2.6470588235294117
GER-Bundesliga,2015-2016,Ingolstadt,Moritz Hartmann,2,127.0,2,0,1.4173228346456692,0.0,1.4173228346456692
GER-Bundesliga,2015-2016,Ingolstadt,Pascal Groß,2,190.0,2,6,0.9473684210526315,2.8421052631578947,3.789473684210526
GER-Bundesliga,2015-2016,Ingolstadt,Robert Bauer,1,61.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Ingolstadt,Roger de Oliveira Bernardo,1,95.0,1,0,0.9473684210526315,0.0,0.9473684210526315
GER-Bundesliga,2015-2016,Ingolstadt,Romain Brégerie,1,95.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Ingolstadt,Stefan Lex,2,70.0,2,2,2.571428571428571,2.571428571428571,5.142857142857142
GER-Bundesliga,2015-2016,Ingolstadt,Ørjan Håskjold Nyland,2,190.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Schalke 04,Benedikt Höwedes,2,101.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Schalke 04,Dennis Aogo,1,92.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Schalke 04,Franco Matías Di Santo,1,5.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Schalke 04,Jean-Eric Maxim Choupo-Moting,2,187.0,6,12,2.8877005347593587,5.7754010695187175,8.663101604278076
GER-Bundesliga,2015-2016,Schalke 04,Johannes Geis,1,77.0,0,2,0.0,2.337662337662338,2.337662337662338
GER-Bundesliga,2015-2016,Schalke 04,Joël Andre Job Matip,2,187.0,0,1,0.0,0.48128342245989303,0.48128342245989303
GER-Bundesliga,2015-2016,Schalke 04,Klaas-Jan Huntelaar,2,187.0,2,6,0.9625668449197861,2.8877005347593587,3.8502673796791447
GER-Bundesliga,2015-2016,Schalke 04,Leon Goretzka,2,95.0,2,3,1.894736842105263,2.8421052631578947,4.7368421052631575
GER-Bundesliga,2015-2016,Schalke 04,Leroy Sané,2,187.0,2,8,0.9625668449197861,3.8502673796791442,4.81283422459893
GER-Bundesliga,2015-2016,Schalke 04,Max Meyer,2,182.0,5,8,2.4725274725274726,3.956043956043956,6.428571428571429
GER-Bundesliga,2015-2016,Schalke 04,Pierre-Emile Højbjerg,2,149.0,8,3,4.832214765100671,1.8120805369127515,6.644295302013423
GER-Bundesliga,2015-2016,Schalke 04,Ralf Fährmann,2,187.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Schalke 04,Roman Neustädter,2,96.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Schalke 04,Sascha Riether,1,92.0,0,1,0.0,0.9782608695652174,0.9782608695652174
GER-Bundesliga,2015-2016,Schalke 04,Sead Kolašinac,2,110.0,1,1,0.8181818181818181,0.8181818181818181,1.6363636363636362
GER-Bundesliga,2015-2016,Schalke 04,Uilson de Souza Paula Júnior,1,95.0,1,1,0.9473684210526315,0.9473684210526315,1.894736842105263
GER-Bundesliga,2015-2016,Schalke 04,Younès Belhanda,1,28.0,1,2,3.214285714285714,6.428571428571428,9.642857142857142
GER-Bundesliga,2015-2016,VfB Stuttgart,Alexandru Iulian Maxim,1,27.0,1,1,3.333333333333333,3.333333333333333,6.666666666666666
GER-Bundesliga,2015-2016,VfB Stuttgart,Arianit Ferati,1,33.0,0,1,0.0,2.7272727272727275,2.7272727272727275
GER-Bundesliga,2015-2016,VfB Stuttgart,Artem Kravets,1,41.0,3,1,6.585365853658536,2.1951219512195124,8.78048780487805
GER-Bundesliga,2015-2016,VfB Stuttgart,Borys Tashchy,1,27.0,2,1,6.666666666666666,3.333333333333333,10.0
GER-Bundesliga,2015-2016,VfB Stuttgart,Carlos Armando Gruezo Arboleda,1,45.0,1,3,2.0,6.0,8.0
GER-Bundesliga,2015-2016,VfB Stuttgart,Christian Gentner,1,94.0,2,3,1.9148936170212765,2.8723404255319145,4.787234042553191
GER-Bundesliga,2015-2016,VfB Stuttgart,Daniel Didavi,2,147.0,3,7,1.8367346938775508,4.285714285714286,6.122448979591836
GER-Bundesliga,2015-2016,VfB Stuttgart,Daniel Schwaab,2,188.0,1,1,0.4787234042553191,0.4787234042553191,0.9574468085106382
GER-Bundesliga,2015-2016,VfB Stuttgart,Emiliano Adrián Insúa Zapata,2,188.0,2,0,0.9574468085106382,0.0,0.9574468085106382
GER-Bundesliga,2015-2016,VfB Stuttgart,Filip Kostić,1,94.0,5,2,4.787234042553192,1.9148936170212765,6.702127659574469
GER-Bundesliga,2015-2016,VfB Stuttgart,Florian Klein,2,188.0,0,2,0.0,0.9574468085106382,0.9574468085106382
GER-Bundesliga,2015-2016,VfB Stuttgart,Georg Niedermeier,1,94.0,0,1,0.0,0.9574468085106382,0.9574468085106382
GER-Bundesliga,2015-2016,VfB Stuttgart,Jan Kliment,1,10.0,0,1,0.0,9.0,9.0
GER-Bundesliga,2015-2016,VfB Stuttgart,Lukas Rupp,2,188.0,4,4,1.9148936170212765,1.9148936170212765,3.829787234042553
GER-Bundesliga,2015-2016,VfB Stuttgart,Mart Ristl,1,16.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,VfB Stuttgart,Martin Harnik,1,94.0,1,3,0.9574468085106382,2.8723404255319145,3.829787234042553
GER-Bundesliga,2015-2016,VfB Stuttgart,Przemysław Tytoń,2,188.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,VfB Stuttgart,Sereso Geoffroy Gonzaroua Dié,1,67.0,0,1,0.0,1.3432835820895521,1.3432835820895521
GER-Bundesliga,2015-2016,VfB Stuttgart,Timo Baumgartl,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,VfB Stuttgart,Timo Werner,2,151.0,8,9,4.768211920529802,5.364238410596027,10.132450331125828
GER-Bundesliga,2015-2016,VfB Stuttgart,Toni Šunjić,1,94.0,0,1,0.0,0.9574468085106382,0.9574468085106382
GER-Bundesliga,2015-2016,Werder Bremen,Anthony Ujah,2,101.0,2,3,1.7821782178217822,2.673267326732673,4.455445544554455
GER-Bundesliga,2015-2016,Werder Bremen,Assani Lukimya-Mulongoti,1,91.0,1,0,0.989010989010989,0.0,0.989010989010989
GER-Bundesliga,2015-2016,Werder Bremen,Claudio Miguel Pizarro Bossio,2,174.0,3,7,1.5517241379310345,3.6206896551724137,5.172413793103448
GER-Bundesliga,2015-2016,Werder Bremen,Clemens Fritz,2,177.0,3,1,1.5254237288135593,0.5084745762711864,2.0338983050847457
GER-Bundesliga,2015-2016,Werder Bremen,Felix Kroos,1,55.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Werder Bremen,Felix Wiedwald,2,184.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Werder Bremen,Fin Bartels,1,60.0,1,1,1.5,1.5,3.0
GER-Bundesliga,2015-2016,Werder Bremen,Florian Grillitsch,1,93.0,0,4,0.0,3.870967741935484,3.870967741935484
GER-Bundesliga,2015-2016,Werder Bremen,Janek Sternberg,1,8.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Werder Bremen,Jannik Vestergaard,2,184.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Werder Bremen,Levin Mete Öztunali,2,147.0,5,9,3.0612244897959187,5.5102040816326525,8.571428571428571
GER-Bundesliga,2015-2016,Werder Bremen,Luca-Milan Zander,1,36.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Werder Bremen,László Kleinheisler,1,7.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Werder Bremen,Marcel  Hilßner,1,37.0,0,1,0.0,2.4324324324324325,2.4324324324324325
GER-Bundesliga,2015-2016,Werder Bremen,Milos Veljkovic,1,33.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Werder Bremen,Papiss Mison Djilobodji,1,93.0,0,1,0.0,0.967741935483871,0.967741935483871
GER-Bundesliga,2015-2016,Werder Bremen,Santiago García,2,176.0,0,1,0.0,0.5113636363636364,0.5113636363636364
GER-Bundesliga,2015-2016,Werder Bremen,Theodor Gebre Selassie,2,184.0,3,0,1.467391304347826,0.0,1.467391304347826
GER-Bundesliga,2015-2016,Werder Bremen,Zlatko Junuzović,2,184.0,3,3,1.467391304347826,1.467391304347826,2.934782608695652
GER-Bundesliga,2015-2016,Wolfsburg,Adelino André Vieira Freitas,2,153.0,5,1,2.9411764705882355,0.5882352941176471,3.5294117647058827
GER-Bundesliga,2015-2016,Wolfsburg,André Schürrle,2,187.0,5,6,2.406417112299465,2.8877005347593587,5.294117647058824
GER-Bundesliga,2015-2016,Wolfsburg,Bas Dost,1,21.0,0,1,0.0,4.285714285714286,4.285714285714286
GER-Bundesliga,2015-2016,Wolfsburg,Bruno Henrique Pinto,1,48.0,1,5,1.875,9.375,11.25
GER-Bundesliga,2015-2016,Wolfsburg,Carlos Antonio Ascues Ávila,1,12.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Wolfsburg,Christian Träsch,1,45.0,0,1,0.0,2.0,2.0
GER-Bundesliga,2015-2016,Wolfsburg,Daniel Caligiuri,1,94.0,2,6,1.9148936170212765,5.744680851063829,7.659574468085106
GER-Bundesliga,2015-2016,Wolfsburg,Dante Bonfim da Costa Santos,1,93.0,1,0,0.967741935483871,0.0,0.967741935483871
GER-Bundesliga,2015-2016,Wolfsburg,Diego Orlando Benaglio,2,187.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Wolfsburg,Josuha Guilavogui,2,127.0,1,1,0.7086614173228346,0.7086614173228346,1.4173228346456692
GER-Bundesliga,2015-2016,Wolfsburg,Julian Draxler,2,115.0,1,4,0.782608695652174,3.130434782608696,3.9130434782608696
GER-Bundesliga,2015-2016,Wolfsburg,Luiz Gustavo Dias,1,94.0,7,3,6.702127659574468,2.8723404255319145,9.574468085106382
GER-Bundesliga,2015-2016,Wolfsburg,Marcel Schäfer,1,31.0,0,2,0.0,5.806451612903226,5.806451612903226
GER-Bundesliga,2015-2016,Wolfsburg,Max Kruse,1,62.0,2,0,2.903225806451613,0.0,2.903225806451613
GER-Bundesliga,2015-2016,Wolfsburg,Maximilian Arnold,2,165.0,4,3,2.1818181818181817,1.6363636363636362,3.818181818181818
GER-Bundesliga,2015-2016,Wolfsburg,Nicklas Bendtner,1,73.0,4,3,4.931506849315069,3.698630136986301,8.63013698630137
GER-Bundesliga,2015-2016,Wolfsburg,Ricardo Iván Rodríguez Araya,2,187.0,2,2,0.9625668449197861,0.9625668449197861,1.9251336898395721
GER-Bundesliga,2015-2016,Wolfsburg,Robin Knoche,1,81.0,0,1,0.0,1.1111111111111112,1.1111111111111112
GER-Bundesliga,2015-2016,Wolfsburg,Ronaldo Aparecido Rodrigues,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2015-2016,Wolfsburg,Sebastian Jung,1,94.0,1,1,0.9574468085106382,0.9574468085106382,1.9148936170212765
GER-Bundesliga,2015-2016,Wolfsburg,Timm Klose,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Augsburg,Arne Engels,2,71.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Augsburg,Arne Maier,2,125.0,1,2,0.72,1.44,2.16
GER-Bundesliga,2023-2024,Augsburg,Dion Drena Beljo,2,21.0,0,4,0.0,17.142857142857142,17.142857142857142
GER-Bundesliga,2023-2024,Augsburg,Elvis Rexhbeçaj,1,87.0,3,2,3.103448275862069,2.0689655172413794,5.172413793103448
GER-Bundesliga,2023-2024,Augsburg,Ermedin Demirović,2,169.0,2,4,1.0650887573964496,2.130177514792899,3.1952662721893486
GER-Bundesliga,2023-2024,Augsburg,Felix Uduokhai,2,190.0,0,2,0.0,0.9473684210526315,0.9473684210526315
GER-Bundesliga,2023-2024,Augsburg,Finn Dahmen,1,96.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Augsburg,Fredrik Jensen,1,79.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Augsburg,Iago Amaral Borduchi,2,190.0,0,3,0.0,1.4210526315789473,1.4210526315789473
GER-Bundesliga,2023-2024,Augsburg,Jeffrey Gouweleeuw,2,190.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Augsburg,Kevin Mbabu,1,96.0,2,1,1.875,0.9375,2.8125
GER-Bundesliga,2023-2024,Augsburg,Mads Pedersen,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Augsburg,Mahmut Kücüksahin,1,4.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Augsburg,Mert Kömür,1,73.0,2,0,2.4657534246575343,0.0,2.4657534246575343
GER-Bundesliga,2023-2024,Augsburg,Niklas Dorsch,2,190.0,3,1,1.4210526315789473,0.47368421052631576,1.894736842105263
GER-Bundesliga,2023-2024,Augsburg,Pep Biel Mas Jaume,1,21.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Augsburg,Phillip Tietz,2,152.0,2,3,1.1842105263157894,1.776315789473684,2.9605263157894735
GER-Bundesliga,2023-2024,Augsburg,Robert Gumny,1,9.0,0,1,0.0,10.0,10.0
GER-Bundesliga,2023-2024,Augsburg,Ruben Vargas,1,61.0,0,4,0.0,5.901639344262295,5.901639344262295
GER-Bundesliga,2023-2024,Augsburg,Sven Michel,2,38.0,0,2,0.0,4.7368421052631575,4.7368421052631575
GER-Bundesliga,2023-2024,Augsburg,Tim Breithaupt,1,40.0,0,1,0.0,2.25,2.25
GER-Bundesliga,2023-2024,Augsburg,Tomáš Koubek,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bayer Leverkusen,Adam Hložek,23,555.0,18,15,2.9189189189189193,2.4324324324324325,5.351351351351352
GER-Bundesliga,2023-2024,Bayer Leverkusen,Alejandro Grimaldo García,33,2927.0,22,37,0.676460539801845,1.1376836351212847,1.8141441749231295
GER-Bundesliga,2023-2024,Bayer Leverkusen,Amine Adli,23,989.0,15,19,1.365015166835187,1.7290192113245704,3.0940343781597575
GER-Bundesliga,2023-2024,Bayer Leverkusen,Arthur Augusto de Matos Soares,4,200.0,3,2,1.3499999999999999,0.9,2.25
GER-Bundesliga,2023-2024,Bayer Leverkusen,Borja Iglesias Quintas,7,282.0,4,8,1.2765957446808511,2.5531914893617023,3.8297872340425534
GER-Bundesliga,2023-2024,Bayer Leverkusen,Edmond Fayçal Tapsoba,28,2215.0,8,7,0.32505643340857787,0.28442437923250563,0.6094808126410836
GER-Bundesliga,2023-2024,Bayer Leverkusen,Exequiel Alejandro Palacios,24,1899.0,18,18,0.8530805687203792,0.8530805687203792,1.7061611374407584
GER-Bundesliga,2023-2024,Bayer Leverkusen,Florian Wirtz,32,2457.0,103,80,3.772893772893773,2.93040293040293,6.703296703296703
GER-Bundesliga,2023-2024,Bayer Leverkusen,Granit Xhaka,33,2959.0,33,23,1.003717472118959,0.6995606623859412,1.7032781345049002
GER-Bundesliga,2023-2024,Bayer Leverkusen,Gustavo Adolfo Puerta Molano,7,79.0,0,1,0.0,1.139240506329114,1.139240506329114
GER-Bundesliga,2023-2024,Bayer Leverkusen,Jeremie Frimpong,31,2308.0,51,51,1.988734835355286,1.988734835355286,3.977469670710572
GER-Bundesliga,2023-2024,Bayer Leverkusen,Jonas Hofmann,32,2266.0,25,31,0.9929390997352163,1.2312444836716683,2.2241835834068846
GER-Bundesliga,2023-2024,Bayer Leverkusen,Jonathan Tah,31,2776.0,6,6,0.19452449567723346,0.19452449567723346,0.3890489913544669
GER-Bundesliga,2023-2024,Bayer Leverkusen,Josip Stanišić,20,1362.0,11,6,0.7268722466960352,0.39647577092511016,1.1233480176211454
GER-Bundesliga,2023-2024,Bayer Leverkusen,Lukáš Hrádecký,33,3143.0,0,2,0.0,0.05727012408526885,0.05727012408526885
GER-Bundesliga,2023-2024,Bayer Leverkusen,Matěj Kovář,1,95.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bayer Leverkusen,Nadiem Amiri,8,121.0,3,1,2.231404958677686,0.743801652892562,2.975206611570248
GER-Bundesliga,2023-2024,Bayer Leverkusen,Nathan Tella,24,910.0,24,16,2.3736263736263736,1.5824175824175823,3.956043956043956
GER-Bundesliga,2023-2024,Bayer Leverkusen,Noah Mbamba,3,26.0,4,3,13.846153846153847,10.384615384615385,24.230769230769234
GER-Bundesliga,2023-2024,Bayer Leverkusen,Odilon Kossonou,22,1911.0,18,18,0.8477237048665619,0.8477237048665619,1.6954474097331238
GER-Bundesliga,2023-2024,Bayer Leverkusen,Patrik Schick,20,1121.0,23,29,1.8465655664585192,2.328278322925959,4.174843889384478
GER-Bundesliga,2023-2024,Bayer Leverkusen,Piero Martín Hincapié Reyna,26,1592.0,5,6,0.2826633165829146,0.33919597989949746,0.6218592964824121
GER-Bundesliga,2023-2024,Bayer Leverkusen,Robert Andrich,28,1821.0,5,9,0.2471169686985173,0.4448105436573311,0.6919275123558484
GER-Bundesliga,2023-2024,Bayer Leverkusen,Victor Okoh Boniface,23,1604.0,41,67,2.300498753117207,3.7593516209476308,6.059850374064838
GER-Bundesliga,2023-2024,Bayern Munich,Aleksandar Pavlović,1,59.0,0,3,0.0,4.576271186440678,4.576271186440678
GER-Bundesliga,2023-2024,Bayern Munich,Alphonso Davies,1,99.0,1,3,0.9090909090909092,2.7272727272727275,3.6363636363636367
GER-Bundesliga,2023-2024,Bayern Munich,Dayotchanculle Upamecano,2,158.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bayern Munich,Eric Dier,1,96.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bayern Munich,Harry Kane,2,180.0,3,4,1.5,2.0,3.5
GER-Bundesliga,2023-2024,Bayern Munich,Jamal Musiala,2,119.0,7,5,5.294117647058823,3.781512605042017,9.07563025210084
GER-Bundesliga,2023-2024,Bayern Munich,Jean-Eric Maxim Choupo-Moting,2,31.0,1,1,2.903225806451613,2.903225806451613,5.806451612903226
GER-Bundesliga,2023-2024,Bayern Munich,Joshua Kimmich,2,97.0,0,1,0.0,0.9278350515463918,0.9278350515463918
GER-Bundesliga,2023-2024,Bayern Munich,Konrad Laimer,1,84.0,1,1,1.0714285714285714,1.0714285714285714,2.142857142857143
GER-Bundesliga,2023-2024,Bayern Munich,Leon Goretzka,2,169.0,1,1,0.5325443786982248,0.5325443786982248,1.0650887573964496
GER-Bundesliga,2023-2024,Bayern Munich,Leroy Sané,2,195.0,4,2,1.8461538461538463,0.9230769230769231,2.769230769230769
GER-Bundesliga,2023-2024,Bayern Munich,Manuel Neuer,1,96.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bayern Munich,Mathys Tel,2,56.0,0,2,0.0,3.214285714285714,3.214285714285714
GER-Bundesliga,2023-2024,Bayern Munich,Matthijs de Ligt,1,15.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bayern Munich,Min Jae Kim,2,195.0,0,1,0.0,0.46153846153846156,0.46153846153846156
GER-Bundesliga,2023-2024,Bayern Munich,Noussair Mazraoui,2,135.0,0,3,0.0,2.0,2.0
GER-Bundesliga,2023-2024,Bayern Munich,Raphaël Adelino José Guerreiro,1,16.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bayern Munich,Sacha Boey,1,80.0,0,1,0.0,1.125,1.125
GER-Bundesliga,2023-2024,Bayern Munich,Serge Gnabry,1,69.0,1,1,1.3043478260869565,1.3043478260869565,2.608695652173913
GER-Bundesliga,2023-2024,Bayern Munich,Sven Ulreich,1,99.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bayern Munich,Thomas Müller,2,97.0,1,2,0.9278350515463918,1.8556701030927836,2.783505154639175
GER-Bundesliga,2023-2024,Bochum,Anthony Losilla,2,146.0,1,2,0.6164383561643836,1.2328767123287672,1.8493150684931507
GER-Bundesliga,2023-2024,Bochum,Bernardo Fernandes da Silva Junior,2,140.0,0,1,0.0,0.6428571428571428,0.6428571428571428
GER-Bundesliga,2023-2024,Bochum,Christopher Antwi-Adjej,1,62.0,0,1,0.0,1.4516129032258065,1.4516129032258065
GER-Bundesliga,2023-2024,Bochum,Cristian Gamboa Luna,1,95.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bochum,Danilo Teodoro Soares,1,50.0,0,1,0.0,1.8,1.8
GER-Bundesliga,2023-2024,Bochum,Erhan Mašović,2,118.0,0,2,0.0,1.5254237288135593,1.5254237288135593
GER-Bundesliga,2023-2024,Bochum,Felix Passlack,1,95.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bochum,Gonçalo Mendes Paciencia,1,62.0,2,6,2.903225806451613,8.709677419354838,11.612903225806452
GER-Bundesliga,2023-2024,Bochum,Ivan Ordets,1,95.0,1,0,0.9473684210526315,0.0,0.9473684210526315
GER-Bundesliga,2023-2024,Bochum,Keven Schlotterbeck,2,190.0,1,2,0.47368421052631576,0.9473684210526315,1.4210526315789473
GER-Bundesliga,2023-2024,Bochum,Kevin Stöger,1,95.0,2,1,1.894736842105263,0.9473684210526315,2.8421052631578947
GER-Bundesliga,2023-2024,Bochum,Lukas Daschner,1,35.0,0,1,0.0,2.571428571428571,2.571428571428571
GER-Bundesliga,2023-2024,Bochum,Manuel Riemann,2,190.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bochum,Matúš Bero,2,130.0,0,2,0.0,1.3846153846153846,1.3846153846153846
GER-Bundesliga,2023-2024,Bochum,Maximilian Wittek,1,95.0,1,1,0.9473684210526315,0.9473684210526315,1.894736842105263
