group_name,row_count,positive_fee_rate,mv_rate,avg_age,to_top5_rate
linked_prior_perf,30489,0.25861786217980254,0.9694643969956378,25.861932097752995,0.49316146807045164
unlinked_prior_perf,103658,0.19503559783132995,0.49363290821740724,23.678856139131288,0.4563178915279091
